txName: TChiZISRqq
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > q,q,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
intermediateState: None
efficiencyMap: [[[10.0,1.0,1.0],4.27523e-09],
[[20.0,1.0,1.0],3.91295e-09],
[[20.0,15.0,15.0],1.91851e-08],
[[20.0,17.0,17.0],1.666505e-08],
[[20.0,19.0,19.0],3.669123e-08],
[[30.0,1.0,1.0],0.0],
[[30.0,20.0,20.0],4.533106e-09],
[[30.0,25.0,25.0],2.233741e-08],
[[30.0,27.0,27.0],1.617352e-08],
[[30.0,29.0,29.0],3.336694e-08],
[[40.0,1.0,1.0],1.455427e-09],
[[40.0,20.0,20.0],1.643104e-09],
[[40.0,30.0,30.0],1.575303e-09],
[[40.0,35.0,35.0],3.850382e-08],
[[40.0,37.0,37.0],1.212512e-07],
[[40.0,39.0,39.0],6.965225e-08],
[[50.0,1.0,1.0],1.434675e-09],
[[50.0,20.0,20.0],0.0],
[[50.0,30.0,30.0],4.38377e-09],
[[50.0,40.0,40.0],1.874963e-08],
[[50.0,45.0,45.0],1.821644e-07],
[[50.0,47.0,47.0],1.81633e-07],
[[50.0,49.0,49.0],4.796769e-07],
[[60.0,1.0,1.0],0.0],
[[60.0,20.0,20.0],0.0],
[[60.0,30.0,30.0],2.965475e-08],
[[60.0,40.0,40.0],9.694455e-08],
[[60.0,50.0,50.0],2.562572e-07],
[[60.0,55.0,55.0],5.173771e-07],
[[60.0,57.0,57.0],4.192388e-07],
[[60.0,59.0,59.0],8.273282e-07],
[[62.0,12.0,12.0],0.0],
[[62.0,42.0,42.0],6.054998e-08],
[[62.0,52.0,52.0],2.13082e-07],
[[63.0,62.0,62.0],7.621473e-07],
[[65.0,62.0,62.0],4.890393e-07],
[[67.0,42.0,42.0],8.027625e-08],
[[67.0,52.0,52.0],1.989764e-07],
[[67.0,62.0,62.0],4.793336e-07],
[[72.0,12.0,12.0],0.0],
[[72.0,22.0,22.0],3.744793e-08],
[[72.0,52.0,52.0],1.606942e-07],
[[72.0,62.0,62.0],2.967653e-07],
[[73.0,72.0,72.0],1.155081e-06],
[[75.0,72.0,72.0],9.371779e-07],
[[77.0,52.0,52.0],2.919572e-07],
[[77.0,62.0,62.0],4.231575e-07],
[[77.0,72.0,72.0],7.291367e-07],
[[82.0,12.0,12.0],5.095798e-08],
[[82.0,22.0,22.0],4.320789e-08],
[[82.0,32.0,32.0],1.408536e-07],
[[82.0,62.0,62.0],3.567486e-07],
[[82.0,72.0,72.0],6.087455e-07],
[[83.0,82.0,82.0],1.637986e-06],
[[85.0,82.0,82.0],1.497191e-06],
[[87.0,62.0,62.0],3.696934e-07],
[[87.0,72.0,72.0],6.393953e-07],
[[87.0,82.0,82.0],1.275452e-06],
[[92.0,12.0,12.0],1.663368e-08],
[[92.0,22.0,22.0],1.425976e-07],
[[92.0,32.0,32.0],1.609662e-07],
[[92.0,42.0,42.0],2.736047e-07],
[[92.0,72.0,72.0],6.025516e-07],
[[92.0,82.0,82.0],8.785254e-07],
[[93.0,92.0,92.0],2.206717e-06],
[[97.0,72.0,72.0],6.309697e-07],
[[97.0,82.0,82.0],9.060643e-07],
[[97.0,92.0,92.0],1.55538e-06],
[[102.0,22.0,22.0],1.432405e-07],
[[102.0,32.0,32.0],2.575043e-07],
[[102.0,42.0,42.0],4.33838e-07],
[[102.0,52.0,52.0],3.253728e-07],
[[102.0,82.0,82.0],1.00045e-06],
[[102.0,92.0,92.0],1.320895e-06],
[[105.0,102.0,102.0],3.177508e-06],
[[107.0,82.0,82.0],9.530001e-07],
[[107.0,92.0,92.0],1.097621e-06],
[[107.0,102.0,102.0],2.931418e-06],
[[112.0,32.0,32.0],2.187123e-07],
[[112.0,42.0,42.0],4.262682e-07],
[[112.0,52.0,52.0],6.837572e-07],
[[112.0,62.0,62.0],1.536456e-06],
[[112.0,92.0,92.0],1.185459e-06],
[[112.0,102.0,102.0],2.397137e-06],
[[117.0,92.0,92.0],1.046593e-06],
[[117.0,102.0,102.0],1.421439e-06],
[[122.0,42.0,42.0],4.100993e-07],
[[122.0,52.0,52.0],4.043126e-07],
[[122.0,62.0,62.0],7.916518e-07],
[[122.0,72.0,72.0],8.522343e-07],
[[122.0,102.0,102.0],1.582034e-06],
[[123.0,122.0,122.0],4.842843e-06],
[[127.0,102.0,102.0],1.528214e-06],
[[127.0,122.0,122.0],3.520625e-06],
[[132.0,52.0,52.0],8.159319e-07],
[[132.0,62.0,62.0],7.588799e-07],
[[132.0,72.0,72.0],1.045375e-06],
[[132.0,82.0,82.0],1.260148e-06],
[[132.0,122.0,122.0],2.804347e-06],
[[142.0,62.0,62.0],9.161055e-07],
[[142.0,72.0,72.0],1.054167e-06],
[[142.0,82.0,82.0],1.436743e-06],
[[142.0,92.0,92.0],1.39416e-06],
[[142.0,122.0,122.0],2.65589e-06],
[[143.0,142.0,142.0],6.981744e-06],
[[145.0,142.0,142.0],5.961426e-06],
[[147.0,122.0,122.0],2.813962e-06],
[[147.0,142.0,142.0],5.274445e-06],
[[152.0,72.0,72.0],1.174549e-06],
[[152.0,82.0,82.0],1.321833e-06],
[[152.0,92.0,92.0],1.636788e-06],
[[152.0,102.0,102.0],1.766172e-06],
[[152.0,142.0,142.0],5.002941e-06],
[[157.0,142.0,142.0],4.185687e-06],
[[162.0,82.0,82.0],1.694993e-06],
[[162.0,102.0,102.0],2.224795e-06],
[[162.0,142.0,142.0],3.788716e-06],
[[163.0,162.0,162.0],9.001652e-06],
[[165.0,162.0,162.0],9.462403e-06],
[[167.0,142.0,142.0],3.661478e-06],
[[167.0,162.0,162.0],9.308499e-06],
[[172.0,92.0,92.0],1.927559e-06],
[[172.0,122.0,122.0],2.293763e-06],
[[172.0,162.0,162.0],6.372223e-06],
[[177.0,162.0,162.0],5.823242e-06],
[[182.0,102.0,102.0],2.547426e-06],
[[182.0,162.0,162.0],5.494208e-06],
[[183.0,182.0,182.0],1.126466e-05],
[[187.0,162.0,162.0],4.780371e-06],
[[187.0,182.0,182.0],1.072542e-05],
[[192.0,122.0,122.0],2.939848e-06],
[[192.0,142.0,142.0],4.602011e-06],
[[192.0,182.0,182.0],7.552929e-06],
[[197.0,182.0,182.0],7.655528e-06],
[[202.0,122.0,122.0],3.911739e-06],
[[202.0,142.0,142.0],4.283123e-06],
[[202.0,182.0,182.0],7.524905e-06],
[[203.0,202.0,202.0],1.448862e-05],
[[207.0,182.0,182.0],6.255597e-06],
[[207.0,202.0,202.0],1.386728e-05],
[[212.0,142.0,142.0],4.379043e-06],
[[212.0,162.0,162.0],5.140576e-06],
[[212.0,202.0,202.0],1.06741e-05],
[[217.0,202.0,202.0],9.345643e-06],
[[222.0,142.0,142.0],4.343286e-06],
[[222.0,162.0,162.0],5.208244e-06],
[[222.0,202.0,202.0],8.852304e-06],
[[223.0,222.0,222.0],1.665913e-05],
[[227.0,202.0,202.0],8.703321e-06],
[[227.0,222.0,222.0],1.506529e-05],
[[232.0,162.0,162.0],6.457533e-06],
[[232.0,182.0,182.0],6.985434e-06],
[[232.0,222.0,222.0],1.569806e-05],
[[237.0,222.0,222.0],1.163275e-05],
[[242.0,162.0,162.0],5.729661e-06],
[[242.0,182.0,182.0],6.91446e-06],
[[242.0,222.0,222.0],1.014177e-05],
[[243.0,242.0,242.0],2.031411e-05],
[[247.0,222.0,222.0],1.656576e-05],
[[247.0,242.0,242.0],1.845718e-05],
[[252.0,202.0,202.0],8.152831e-06],
[[252.0,242.0,242.0],1.58999e-05],
[[257.0,242.0,242.0],1.469976e-05],
[[262.0,182.0,182.0],6.723506e-06],
[[262.0,202.0,202.0],7.994786e-06],
[[262.0,242.0,242.0],1.167736e-05],
[[263.0,262.0,262.0],2.184604e-05],
[[265.0,262.0,262.0],2.191586e-05],
[[267.0,242.0,242.0],1.590138e-05],
[[267.0,262.0,262.0],2.001577e-05],
[[272.0,222.0,222.0],9.720887e-06],
[[272.0,262.0,262.0],1.889237e-05],
[[277.0,262.0,262.0],1.595299e-05],
[[282.0,202.0,202.0],9.275068e-06],
[[282.0,222.0,222.0],1.433671e-05],
[[282.0,262.0,262.0],1.75307e-05],
[[283.0,282.0,282.0],2.744563e-05],
[[285.0,282.0,282.0],2.560582e-05],
[[287.0,262.0,262.0],1.469872e-05],
[[287.0,282.0,282.0],2.348693e-05],
[[292.0,242.0,242.0],1.159495e-05],
[[292.0,282.0,282.0],2.136024e-05],
[[297.0,282.0,282.0],1.934409e-05],
[[302.0,222.0,222.0],9.979603e-06],
[[302.0,242.0,242.0],1.064456e-05],
[[302.0,282.0,282.0],1.901644e-05],
[[303.0,302.0,302.0],2.999917e-05],
[[307.0,282.0,282.0],1.706259e-05],
[[307.0,302.0,302.0],2.531045e-05],
[[312.0,262.0,262.0],1.360794e-05],
[[322.0,242.0,242.0],1.275971e-05],
[[322.0,262.0,262.0],1.50875e-05],
[[327.0,302.0,302.0],2.123657e-05],
[[332.0,262.0,262.0],1.503453e-05],
[[332.0,282.0,282.0],1.650901e-05],
[[332.0,322.0,322.0],2.725003e-05],
[[342.0,262.0,262.0],1.321279e-05],
[[342.0,282.0,282.0],1.542307e-05],
[[347.0,322.0,322.0],2.113046e-05],
[[352.0,282.0,282.0],1.47104e-05],
[[352.0,302.0,302.0],1.842549e-05],
[[352.0,342.0,342.0],2.945273e-05],
[[362.0,282.0,282.0],1.579867e-05],
[[363.0,362.0,362.0],4.121482e-05],
[[367.0,342.0,342.0],2.435077e-05],
[[367.0,362.0,362.0],3.44204e-05],
[[372.0,322.0,322.0],2.154529e-05],
[[382.0,302.0,302.0],1.828125e-05],
[[383.0,382.0,382.0],3.998914e-05],
[[387.0,362.0,362.0],2.594976e-05],
[[387.0,382.0,382.0],4.086273e-05],
[[392.0,342.0,342.0],2.255881e-05],
[[403.0,402.0,402.0],4.368194e-05],
[[407.0,402.0,402.0],4.13473e-05],
[[412.0,362.0,362.0],2.664219e-05],
[[427.0,402.0,402.0],3.055487e-05],
[[432.0,362.0,362.0],2.505889e-05],
[[432.0,382.0,382.0],2.64865e-05],
[[442.0,362.0,362.0],2.354014e-05],
[[452.0,402.0,402.0],3.037573e-05],
[[462.0,382.0,382.0],2.365702e-05],
