txName: TChiWZoff
constraint: {(PV > anyBSM(1),anyBSM(2)), (anyBSM(1) > l+,l-,MET(3)), (anyBSM(2) > jet,jet,MET(4))}
condition: None
conditionDescription: None
figureUrl: None
source: HackAnalysis recast by Mark Goodsell and others, https://doi.org/10.48550/arXiv.2506.21676
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'x', 3: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (3, 'mass', GeV), 2: (2, 'mass', GeV), 3: (4, 'mass', GeV)}
finalState: ['MET', 'MET']
efficiencyMap: [[[120.0,70.0,120.0,70.0],6.390149e-07],
[[120.0,72.0,120.0,72.0],0.0],
[[120.0,74.0,120.0,74.0],0.0],
[[120.0,76.0,120.0,76.0],0.0],
[[120.0,78.0,120.0,78.0],0.0],
[[120.0,80.0,120.0,80.0],0.0],
[[120.0,82.0,120.0,82.0],0.0],
[[120.0,84.0,120.0,84.0],6.37806e-07],
[[120.0,86.0,120.0,86.0],0.0],
[[120.0,88.0,120.0,88.0],0.0],
[[120.0,90.0,120.0,90.0],0.0],
[[120.0,92.0,120.0,92.0],0.0],
[[120.0,94.0,120.0,94.0],1.269627e-06],
[[120.0,96.0,120.0,96.0],1.912388e-06],
[[120.0,98.0,120.0,98.0],4.455821e-06],
[[120.0,100.0,120.0,100.0],2.547015e-06],
[[120.0,102.0,120.0,102.0],7.014627e-06],
[[120.0,104.0,120.0,104.0],9.556418e-06],
[[120.0,106.0,120.0,106.0],1.210776e-05],
[[120.0,108.0,120.0,108.0],2.165821e-05],
[[120.0,110.0,120.0,110.0],4.462687e-05],
[[120.0,112.0,120.0,112.0],5.729851e-05],
[[120.0,114.0,120.0,114.0],0.0001070716],
[[120.0,116.0,120.0,116.0],0.0001663881],
[[130.0,80.0,130.0,80.0],0.0],
[[130.0,82.0,130.0,82.0],0.0],
[[130.0,84.0,130.0,84.0],0.0],
[[130.0,86.0,130.0,86.0],6.517761e-07],
[[130.0,88.0,130.0,88.0],6.52806e-07],
[[130.0,90.0,130.0,90.0],6.437761e-07],
[[130.0,92.0,130.0,92.0],1.943881e-06],
[[130.0,94.0,130.0,94.0],2.604179e-06],
[[130.0,96.0,130.0,96.0],0.0],
[[130.0,98.0,130.0,98.0],6.455522e-07],
[[130.0,100.0,130.0,100.0],1.303836e-06],
[[130.0,102.0,130.0,102.0],6.523731e-07],
[[130.0,104.0,130.0,104.0],1.946866e-06],
[[130.0,106.0,130.0,106.0],3.249403e-06],
[[130.0,108.0,130.0,108.0],5.186119e-06],
[[130.0,110.0,130.0,110.0],4.555672e-06],
[[130.0,112.0,130.0,112.0],8.444925e-06],
[[130.0,114.0,130.0,114.0],1.102403e-05],
[[130.0,116.0,130.0,116.0],1.495672e-05],
[[130.0,118.0,130.0,118.0],2.01403e-05],
[[130.0,120.0,130.0,120.0],4.485522e-05],
[[130.0,122.0,130.0,122.0],7.741343e-05],
[[130.0,124.0,130.0,124.0],0.0001477597],
[[130.0,126.0,130.0,126.0],0.0001947612],
[[140.0,90.0,140.0,90.0],0.0],
[[140.0,92.0,140.0,92.0],0.0],
[[140.0,94.0,140.0,94.0],1.318e-06],
[[140.0,96.0,140.0,96.0],0.0],
[[140.0,98.0,140.0,98.0],0.0],
[[140.0,100.0,140.0,100.0],6.601194e-07],
[[140.0,102.0,140.0,102.0],0.0],
[[140.0,104.0,140.0,104.0],0.0],
[[140.0,106.0,140.0,106.0],0.0],
[[140.0,108.0,140.0,108.0],0.0],
[[140.0,110.0,140.0,110.0],6.611045e-07],
[[140.0,112.0,140.0,112.0],1.989254e-06],
[[140.0,114.0,140.0,114.0],2.636567e-06],
[[140.0,116.0,140.0,116.0],2.658955e-06],
[[140.0,118.0,140.0,118.0],3.974627e-06],
[[140.0,120.0,140.0,120.0],7.287015e-06],
[[140.0,122.0,140.0,122.0],1.194433e-05],
[[140.0,124.0,140.0,124.0],1.193463e-05],
[[140.0,126.0,140.0,126.0],2.451791e-05],
[[140.0,128.0,140.0,128.0],2.713881e-05],
[[140.0,130.0,140.0,130.0],6.29791e-05],
[[140.0,132.0,140.0,132.0],0.000115291],
[[140.0,134.0,140.0,134.0],0.0001703731],
[[140.0,136.0,140.0,136.0],0.0001995821],
[[150.0,100.0,150.0,100.0],0.0],
[[150.0,102.0,150.0,102.0],6.731642e-07],
[[150.0,104.0,150.0,104.0],6.74194e-07],
[[150.0,106.0,150.0,106.0],1.345328e-06],
[[150.0,108.0,150.0,108.0],0.0],
[[150.0,110.0,150.0,110.0],0.0],
[[150.0,112.0,150.0,112.0],0.0],
[[150.0,114.0,150.0,114.0],6.764776e-07],
[[150.0,116.0,150.0,116.0],1.343657e-06],
[[150.0,118.0,150.0,118.0],1.346985e-06],
[[150.0,120.0,150.0,120.0],1.347284e-06],
[[150.0,122.0,150.0,122.0],2.020299e-06],
[[150.0,124.0,150.0,124.0],4.736269e-06],
[[150.0,126.0,150.0,126.0],2.016716e-06],
[[150.0,128.0,150.0,128.0],4.030149e-06],
[[150.0,130.0,150.0,130.0],6.065672e-06],
[[150.0,132.0,150.0,132.0],1.281552e-05],
[[150.0,134.0,150.0,134.0],1.348433e-05],
[[150.0,136.0,150.0,136.0],2.70194e-05],
[[150.0,138.0,150.0,138.0],3.368657e-05],
[[150.0,140.0,150.0,140.0],6.883134e-05],
[[150.0,142.0,150.0,142.0],0.0001038612],
[[150.0,144.0,150.0,144.0],0.0001868657],
[[150.0,146.0,150.0,146.0],0.0002045373],
[[160.0,110.0,160.0,110.0],6.779254e-07],
[[160.0,112.0,160.0,112.0],0.0],
[[160.0,114.0,160.0,114.0],0.0],
[[160.0,116.0,160.0,116.0],0.0],
[[160.0,118.0,160.0,118.0],0.0],
[[160.0,120.0,160.0,120.0],0.0],
[[160.0,122.0,160.0,122.0],2.046866e-06],
[[160.0,124.0,160.0,124.0],1.364403e-06],
[[160.0,126.0,160.0,126.0],1.363687e-06],
[[160.0,128.0,160.0,128.0],2.059403e-06],
[[160.0,130.0,160.0,130.0],1.366627e-06],
[[160.0,132.0,160.0,132.0],3.430448e-06],
[[160.0,134.0,160.0,134.0],4.790597e-06],
[[160.0,136.0,160.0,136.0],5.483881e-06],
[[160.0,138.0,160.0,138.0],5.486119e-06],
[[160.0,140.0,160.0,140.0],1.371448e-05],
[[160.0,142.0,160.0,142.0],1.231403e-05],
[[160.0,144.0,160.0,144.0],1.643582e-05],
[[160.0,146.0,160.0,146.0],2.056119e-05],
[[160.0,148.0,160.0,148.0],3.836119e-05],
[[160.0,150.0,160.0,150.0],5.756716e-05],
[[160.0,152.0,160.0,152.0],0.0001165239],
[[160.0,154.0,160.0,154.0],0.0001782836],
[[160.0,156.0,160.0,156.0],0.0002397463],
[[170.0,120.0,170.0,120.0],0.0],
