txName: TChiZISRqq
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > q,q,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
intermediateState: None
efficiencyMap: [[[10.0,1.0,1.0],2.109878e-07],
[[20.0,1.0,1.0],1.92664e-07],
[[20.0,15.0,15.0],5.80941e-07],
[[20.0,17.0,17.0],2.767208e-06],
[[20.0,19.0,19.0],1.402328e-06],
[[30.0,1.0,1.0],2.699812e-07],
[[30.0,20.0,20.0],2.993865e-07],
[[30.0,25.0,25.0],7.26046e-07],
[[30.0,27.0,27.0],7.262113e-07],
[[30.0,29.0,29.0],1.404475e-06],
[[40.0,1.0,1.0],1.768536e-07],
[[40.0,20.0,20.0],1.633907e-07],
[[40.0,30.0,30.0],1.145499e-06],
[[40.0,35.0,35.0],1.692019e-06],
[[40.0,37.0,37.0],2.288443e-06],
[[40.0,39.0,39.0],1.589563e-06],
[[50.0,1.0,1.0],5.325754e-08],
[[50.0,20.0,20.0],2.710429e-07],
[[50.0,30.0,30.0],1.427279e-07],
[[50.0,40.0,40.0],1.695648e-06],
[[50.0,45.0,45.0],4.141185e-06],
[[50.0,47.0,47.0],7.130048e-06],
[[50.0,49.0,49.0],8.89819e-06],
[[60.0,1.0,1.0],4.539962e-08],
[[60.0,20.0,20.0],1.262805e-07],
[[60.0,30.0,30.0],5.215437e-07],
[[60.0,40.0,40.0],3.552264e-06],
[[60.0,50.0,50.0],8.291248e-06],
[[60.0,55.0,55.0],1.010827e-05],
[[60.0,57.0,57.0],1.487469e-05],
[[60.0,59.0,59.0],1.620162e-05],
[[62.0,12.0,12.0],1.926809e-08],
[[62.0,42.0,42.0],2.557997e-06],
[[62.0,52.0,52.0],4.700179e-06],
[[63.0,62.0,62.0],1.42978e-05],
[[65.0,62.0,62.0],1.366928e-05],
[[67.0,42.0,42.0],2.852385e-06],
[[67.0,52.0,52.0],5.215671e-06],
[[67.0,62.0,62.0],1.056421e-05],
[[72.0,12.0,12.0],1.991926e-07],
[[72.0,22.0,22.0],1.397706e-06],
[[72.0,52.0,52.0],5.860992e-06],
[[72.0,62.0,62.0],9.449194e-06],
[[73.0,72.0,72.0],2.043746e-05],
[[75.0,72.0,72.0],1.919726e-05],
[[77.0,52.0,52.0],6.530958e-06],
[[77.0,62.0,62.0],8.870686e-06],
[[77.0,72.0,72.0],1.742943e-05],
[[82.0,12.0,12.0],2.041345e-06],
[[82.0,22.0,22.0],3.132356e-06],
[[82.0,32.0,32.0],5.45657e-06],
[[82.0,62.0,62.0],9.422478e-06],
[[82.0,72.0,72.0],1.490975e-05],
[[83.0,82.0,82.0],2.664575e-05],
[[85.0,82.0,82.0],2.399142e-05],
[[87.0,62.0,62.0],1.000934e-05],
[[87.0,72.0,72.0],1.553288e-05],
[[87.0,82.0,82.0],2.485786e-05],
[[92.0,12.0,12.0],4.975882e-06],
[[92.0,22.0,22.0],1.422937e-05],
[[92.0,32.0,32.0],7.152227e-06],
[[92.0,42.0,42.0],8.248272e-06],
[[92.0,72.0,72.0],1.571385e-05],
[[92.0,82.0,82.0],1.947789e-05],
[[93.0,92.0,92.0],3.467724e-05],
[[97.0,72.0,72.0],1.499809e-05],
[[97.0,82.0,82.0],1.99144e-05],
[[97.0,92.0,92.0],3.252867e-05],
[[102.0,22.0,22.0],7.515256e-06],
[[102.0,32.0,32.0],1.213757e-05],
[[102.0,42.0,42.0],1.19039e-05],
[[102.0,52.0,52.0],1.261365e-05],
[[102.0,82.0,82.0],1.998922e-05],
[[102.0,92.0,92.0],2.867675e-05],
[[105.0,102.0,102.0],4.320625e-05],
[[107.0,82.0,82.0],2.018307e-05],
[[107.0,92.0,92.0],2.541448e-05],
[[107.0,102.0,102.0],4.135874e-05],
[[112.0,32.0,32.0],1.093589e-05],
[[112.0,42.0,42.0],1.233562e-05],
[[112.0,52.0,52.0],1.900831e-05],
[[112.0,62.0,62.0],1.647207e-05],
[[112.0,92.0,92.0],2.919035e-05],
[[112.0,102.0,102.0],3.145828e-05],
[[117.0,92.0,92.0],2.883337e-05],
[[117.0,102.0,102.0],3.317315e-05],
[[122.0,42.0,42.0],1.635092e-05],
[[122.0,52.0,52.0],2.111362e-05],
[[122.0,62.0,62.0],1.691524e-05],
[[122.0,72.0,72.0],2.198138e-05],
[[122.0,102.0,102.0],3.285969e-05],
[[123.0,122.0,122.0],5.860506e-05],
[[127.0,102.0,102.0],3.1434e-05],
[[127.0,122.0,122.0],5.79026e-05],
[[132.0,52.0,52.0],1.810238e-05],
[[132.0,62.0,62.0],2.950532e-05],
[[132.0,72.0,72.0],2.163559e-05],
[[132.0,82.0,82.0],3.256917e-05],
[[132.0,122.0,122.0],4.564747e-05],
[[142.0,62.0,62.0],3.307509e-05],
[[142.0,72.0,72.0],2.689516e-05],
[[142.0,82.0,82.0],3.083995e-05],
[[142.0,92.0,92.0],3.141697e-05],
[[142.0,122.0,122.0],4.47121e-05],
[[143.0,142.0,142.0],7.847871e-05],
[[145.0,142.0,142.0],7.769551e-05],
[[147.0,122.0,122.0],3.972955e-05],
[[147.0,142.0,142.0],8.003239e-05],
[[152.0,72.0,72.0],4.003896e-05],
[[152.0,82.0,82.0],3.801757e-05],
[[152.0,92.0,92.0],3.92921e-05],
[[152.0,102.0,102.0],3.947568e-05],
[[152.0,142.0,142.0],6.752541e-05],
[[157.0,142.0,142.0],6.207091e-05],
[[162.0,82.0,82.0],5.2025e-05],
[[162.0,102.0,102.0],4.643657e-05],
[[162.0,142.0,142.0],5.718761e-05],
[[163.0,162.0,162.0],9.341828e-05],
[[165.0,162.0,162.0],9.117426e-05],
[[167.0,142.0,142.0],5.345068e-05],
[[167.0,162.0,162.0],9.258419e-05],
[[172.0,92.0,92.0],5.43251e-05],
[[172.0,122.0,122.0],4.761199e-05],
[[172.0,162.0,162.0],8.598049e-05],
[[177.0,162.0,162.0],8.42657e-05],
[[182.0,102.0,102.0],6.393285e-05],
[[182.0,162.0,162.0],8.034182e-05],
[[183.0,182.0,182.0],0.0001081961],
[[187.0,162.0,162.0],7.140126e-05],
[[187.0,182.0,182.0],0.0001130521],
[[192.0,122.0,122.0],6.46708e-05],
[[192.0,142.0,142.0],6.536392e-05],
[[192.0,182.0,182.0],0.0001023339],
[[197.0,182.0,182.0],9.651137e-05],
[[202.0,122.0,122.0],6.726662e-05],
[[202.0,142.0,142.0],6.406932e-05],
[[202.0,182.0,182.0],8.599672e-05],
[[203.0,202.0,202.0],0.0001285852],
[[207.0,182.0,182.0],8.464358e-05],
[[207.0,202.0,202.0],0.0001280853],
[[212.0,142.0,142.0],8.07848e-05],
[[212.0,162.0,162.0],7.866068e-05],
[[212.0,202.0,202.0],0.0001113004],
[[217.0,202.0,202.0],0.0001074234],
[[222.0,142.0,142.0],8.459769e-05],
[[222.0,162.0,162.0],8.824879e-05],
[[222.0,202.0,202.0],0.0001066534],
[[223.0,222.0,222.0],0.0001479176],
[[227.0,202.0,202.0],9.874784e-05],
[[227.0,222.0,222.0],0.0001434047],
[[232.0,162.0,162.0],8.726192e-05],
[[232.0,182.0,182.0],8.962119e-05],
[[232.0,222.0,222.0],0.0001367785],
[[237.0,222.0,222.0],0.0001225343],
[[242.0,162.0,162.0],0.0001067856],
[[242.0,182.0,182.0],9.87905e-05],
[[242.0,222.0,222.0],0.000116671],
[[243.0,242.0,242.0],0.0001508294],
[[247.0,222.0,222.0],0.0001169704],
[[247.0,242.0,242.0],0.000157521],
[[252.0,202.0,202.0],0.0001042128],
[[252.0,242.0,242.0],0.0001492406],
[[257.0,242.0,242.0],0.0001401049],
[[262.0,182.0,182.0],0.0001197152],
[[262.0,202.0,202.0],0.0001113676],
[[262.0,242.0,242.0],0.0001301913],
[[263.0,262.0,262.0],0.0001604856],
[[265.0,262.0,262.0],0.0001765183],
[[267.0,242.0,242.0],0.0001284174],
[[267.0,262.0,262.0],0.0001768336],
[[272.0,222.0,222.0],0.0001124133],
[[272.0,262.0,262.0],0.0001639926],
[[277.0,262.0,262.0],0.0001533003],
[[282.0,202.0,202.0],0.0001243733],
[[282.0,222.0,222.0],0.0001269817],
[[282.0,262.0,262.0],0.0001501781],
[[283.0,282.0,282.0],0.0001846375],
[[285.0,282.0,282.0],0.0001930565],
[[287.0,262.0,262.0],0.0001444207],
[[287.0,282.0,282.0],0.0001771316],
[[292.0,242.0,242.0],0.0001257099],
[[292.0,282.0,282.0],0.0001759674],
[[297.0,282.0,282.0],0.0001749453],
[[302.0,222.0,222.0],0.0001431629],
[[302.0,242.0,242.0],0.0001255841],
[[302.0,282.0,282.0],0.0001616306],
[[303.0,302.0,302.0],0.0002052816],
[[307.0,282.0,282.0],0.0001588793],
[[307.0,302.0,302.0],0.0001936397],
[[312.0,262.0,262.0],0.0001458138],
[[322.0,242.0,242.0],0.0001466968],
[[322.0,262.0,262.0],0.000150347],
[[327.0,302.0,302.0],0.0001746345],
[[332.0,262.0,262.0],0.000156155],
[[332.0,282.0,282.0],0.0001605594],
[[332.0,322.0,322.0],0.0001953984],
[[342.0,262.0,262.0],0.0001706986],
[[342.0,282.0,282.0],0.0001651778],
[[347.0,322.0,322.0],0.0001918297],
[[352.0,282.0,282.0],0.0001648981],
[[352.0,302.0,302.0],0.000161255],
[[352.0,342.0,342.0],0.000214552],
[[362.0,282.0,282.0],0.000180319],
[[363.0,362.0,362.0],0.0002321533],
[[367.0,342.0,342.0],0.0002052397],
[[367.0,362.0,362.0],0.0002329282],
[[372.0,322.0,322.0],0.0002007627],
[[382.0,302.0,302.0],0.0001903318],
[[383.0,382.0,382.0],0.0002417524],
[[387.0,362.0,362.0],0.0002036553],
[[387.0,382.0,382.0],0.0002431183],
[[392.0,342.0,342.0],0.0001896758],
[[403.0,402.0,402.0],0.0002804906],
[[407.0,402.0,402.0],0.0002668194],
[[412.0,362.0,362.0],0.0002076321],
[[427.0,402.0,402.0],0.0002194381],
[[432.0,362.0,362.0],0.0002260806],
[[432.0,382.0,382.0],0.0002155003],
[[442.0,362.0,362.0],0.0002357178],
[[452.0,402.0,402.0],0.0002118378],
[[462.0,382.0,382.0],0.0002254278],
[[482.0,402.0,402.0],0.000256781],
[[503.0,502.0,502.0],0.0002994105],
[[507.0,502.0,502.0],0.0003096911],
