txName: TChiZISRqq
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > q,q,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
intermediateState: None
efficiencyMap: [[[10.0,1.0,1.0],0.0],
[[20.0,1.0,1.0],0.0],
[[20.0,15.0,15.0],0.0],
[[20.0,17.0,17.0],0.0],
[[20.0,19.0,19.0],1.705842e-09],
[[30.0,1.0,1.0],0.0],
[[30.0,20.0,20.0],0.0],
[[30.0,25.0,25.0],0.0],
[[30.0,27.0,27.0],5.095268e-09],
[[30.0,29.0,29.0],8.565039e-10],
[[40.0,1.0,1.0],0.0],
[[40.0,20.0,20.0],7.831007e-10],
[[40.0,30.0,30.0],6.871407e-10],
[[40.0,35.0,35.0],7.136505e-10],
[[40.0,37.0,37.0],8.614062e-10],
[[40.0,39.0,39.0],1.343626e-08],
[[50.0,1.0,1.0],7.450079e-10],
[[50.0,20.0,20.0],0.0],
[[50.0,30.0,30.0],0.0],
[[50.0,40.0,40.0],5.610552e-09],
[[50.0,45.0,45.0],1.321518e-08],
[[50.0,47.0,47.0],4.673528e-08],
[[50.0,49.0,49.0],2.28905e-08],
[[60.0,1.0,1.0],0.0],
[[60.0,20.0,20.0],0.0],
[[60.0,30.0,30.0],2.025959e-09],
[[60.0,40.0,40.0],8.242044e-09],
[[60.0,50.0,50.0],4.068217e-08],
[[60.0,55.0,55.0],3.847061e-08],
[[60.0,57.0,57.0],1.174496e-07],
[[60.0,59.0,59.0],9.104763e-08],
[[62.0,12.0,12.0],7.646582e-10],
[[62.0,42.0,42.0],2.270574e-08],
[[62.0,52.0,52.0],2.211885e-08],
[[63.0,62.0,62.0],1.130144e-07],
[[65.0,62.0,62.0],7.679322e-08],
[[67.0,42.0,42.0],1.44199e-08],
[[67.0,52.0,52.0],2.866646e-08],
[[67.0,62.0,62.0],6.049214e-08],
[[72.0,12.0,12.0],0.0],
[[72.0,22.0,22.0],3.957488e-09],
[[72.0,52.0,52.0],2.451216e-08],
[[72.0,62.0,62.0],3.607875e-08],
[[73.0,72.0,72.0],2.191286e-07],
[[75.0,72.0,72.0],1.532531e-07],
[[77.0,52.0,52.0],1.835022e-08],
[[77.0,62.0,62.0],6.26683e-08],
[[77.0,72.0,72.0],1.101396e-07],
[[82.0,12.0,12.0],0.0],
[[82.0,22.0,22.0],9.781313e-09],
[[82.0,32.0,32.0],5.860977e-09],
[[82.0,62.0,62.0],3.729238e-08],
[[82.0,72.0,72.0],1.993977e-07],
[[83.0,82.0,82.0],2.542754e-07],
[[85.0,82.0,82.0],2.484456e-07],
[[87.0,62.0,62.0],8.297232e-08],
[[87.0,72.0,72.0],8.188503e-08],
[[87.0,82.0,82.0],2.448205e-07],
[[92.0,12.0,12.0],8.638996e-09],
[[92.0,22.0,22.0],4.383851e-09],
[[92.0,32.0,32.0],1.291798e-08],
[[92.0,42.0,42.0],3.341397e-08],
[[92.0,72.0,72.0],6.948429e-08],
[[92.0,82.0,82.0],1.462662e-07],
[[93.0,92.0,92.0],4.476864e-07],
[[97.0,72.0,72.0],5.711054e-08],
[[97.0,82.0,82.0],1.176915e-07],
[[97.0,92.0,92.0],3.107136e-07],
[[102.0,22.0,22.0],1.279842e-08],
[[102.0,32.0,32.0],3.128626e-08],
[[102.0,42.0,42.0],2.67383e-08],
[[102.0,52.0,52.0],6.476708e-08],
[[102.0,82.0,82.0],1.080851e-07],
[[102.0,92.0,92.0],2.022469e-07],
[[105.0,102.0,102.0],5.035588e-07],
[[107.0,82.0,82.0],1.353197e-07],
[[107.0,92.0,92.0],2.03587e-07],
[[107.0,102.0,102.0],3.556704e-07],
[[112.0,32.0,32.0],2.650601e-08],
[[112.0,42.0,42.0],5.83494e-08],
[[112.0,52.0,52.0],5.907364e-08],
[[112.0,62.0,62.0],6.873138e-08],
[[112.0,92.0,92.0],2.211757e-07],
[[112.0,102.0,102.0],2.701387e-07],
[[117.0,92.0,92.0],1.67792e-07],
[[117.0,102.0,102.0],2.551723e-07],
[[122.0,42.0,42.0],9.520293e-08],
[[122.0,52.0,52.0],4.509374e-08],
[[122.0,62.0,62.0],1.281469e-07],
[[122.0,72.0,72.0],8.837137e-08],
[[122.0,102.0,102.0],1.814509e-07],
[[123.0,122.0,122.0],9.311138e-07],
[[127.0,102.0,102.0],2.40068e-07],
[[127.0,122.0,122.0],5.314328e-07],
[[132.0,52.0,52.0],4.040576e-08],
[[132.0,62.0,62.0],8.486972e-08],
[[132.0,72.0,72.0],1.893455e-07],
[[132.0,82.0,82.0],1.276104e-07],
[[132.0,122.0,122.0],5.059093e-07],
[[142.0,62.0,62.0],2.481658e-07],
[[142.0,72.0,72.0],2.332734e-07],
[[142.0,82.0,82.0],1.901684e-07],
[[142.0,92.0,92.0],1.540525e-07],
[[142.0,122.0,122.0],4.619513e-07],
[[143.0,142.0,142.0],1.240521e-06],
[[145.0,142.0,142.0],1.045693e-06],
[[147.0,122.0,122.0],3.825954e-07],
[[147.0,142.0,142.0],9.18991e-07],
[[152.0,72.0,72.0],1.945652e-07],
[[152.0,82.0,82.0],2.040895e-07],
[[152.0,92.0,92.0],3.69648e-07],
[[152.0,102.0,102.0],3.428065e-07],
[[152.0,142.0,142.0],7.214287e-07],
[[157.0,142.0,142.0],7.494707e-07],
[[162.0,82.0,82.0],2.285032e-07],
[[162.0,102.0,102.0],4.036459e-07],
[[162.0,142.0,142.0],7.763719e-07],
[[163.0,162.0,162.0],1.967644e-06],
[[165.0,162.0,162.0],1.546864e-06],
[[167.0,142.0,142.0],6.186516e-07],
[[167.0,162.0,162.0],1.448589e-06],
[[172.0,92.0,92.0],2.754549e-07],
[[172.0,122.0,122.0],4.229854e-07],
[[172.0,162.0,162.0],1.239153e-06],
[[177.0,162.0,162.0],9.939266e-07],
[[182.0,102.0,102.0],3.767057e-07],
[[182.0,162.0,162.0],9.308497e-07],
[[183.0,182.0,182.0],2.297662e-06],
[[187.0,162.0,162.0],7.068978e-07],
[[187.0,182.0,182.0],1.913404e-06],
[[192.0,122.0,122.0],3.739581e-07],
[[192.0,142.0,142.0],5.835823e-07],
[[192.0,182.0,182.0],1.207136e-06],
[[197.0,182.0,182.0],1.263652e-06],
[[202.0,122.0,122.0],6.547289e-07],
[[202.0,142.0,142.0],7.207853e-07],
[[202.0,182.0,182.0],1.192379e-06],
[[203.0,202.0,202.0],3.235543e-06],
[[207.0,182.0,182.0],1.282319e-06],
[[207.0,202.0,202.0],2.963289e-06],
[[212.0,142.0,142.0],6.604276e-07],
[[212.0,162.0,162.0],8.913623e-07],
[[212.0,202.0,202.0],2.061748e-06],
[[217.0,202.0,202.0],1.925159e-06],
[[222.0,142.0,142.0],9.035618e-07],
[[222.0,162.0,162.0],9.550822e-07],
[[222.0,202.0,202.0],1.833776e-06],
[[223.0,222.0,222.0],4.636097e-06],
[[227.0,202.0,202.0],1.750152e-06],
[[227.0,222.0,222.0],3.344511e-06],
[[232.0,162.0,162.0],1.058687e-06],
[[232.0,182.0,182.0],1.673976e-06],
[[232.0,222.0,222.0],2.5262e-06],
[[237.0,222.0,222.0],2.380103e-06],
[[242.0,162.0,162.0],1.175023e-06],
[[242.0,182.0,182.0],1.218329e-06],
[[242.0,222.0,222.0],2.104561e-06],
[[243.0,242.0,242.0],6.94329e-06],
[[247.0,222.0,222.0],2.035389e-06],
[[247.0,242.0,242.0],4.248996e-06],
[[252.0,202.0,202.0],1.651636e-06],
[[252.0,242.0,242.0],3.02477e-06],
[[257.0,242.0,242.0],3.344348e-06],
[[262.0,182.0,182.0],1.399073e-06],
[[262.0,202.0,202.0],1.659751e-06],
[[262.0,242.0,242.0],2.765856e-06],
[[263.0,262.0,262.0],5.617198e-06],
[[265.0,262.0,262.0],6.41154e-06],
[[267.0,242.0,242.0],3.068509e-06],
[[267.0,262.0,262.0],4.504221e-06],
[[272.0,222.0,222.0],1.85712e-06],
[[272.0,262.0,262.0],4.05981e-06],
[[277.0,262.0,262.0],3.475264e-06],
[[282.0,202.0,202.0],1.598164e-06],
[[282.0,222.0,222.0],2.155208e-06],
[[282.0,262.0,262.0],2.98839e-06],
[[283.0,282.0,282.0],6.572661e-06],
[[285.0,282.0,282.0],5.727607e-06],
[[287.0,262.0,262.0],3.107564e-06],
[[287.0,282.0,282.0],6.247235e-06],
[[292.0,242.0,242.0],2.082528e-06],
[[292.0,282.0,282.0],4.843443e-06],
[[297.0,282.0,282.0],5.57435e-06],
[[302.0,222.0,222.0],2.067288e-06],
[[302.0,242.0,242.0],2.359902e-06],
[[302.0,282.0,282.0],3.683891e-06],
[[303.0,302.0,302.0],8.10611e-06],
[[307.0,282.0,282.0],3.813417e-06],
[[307.0,302.0,302.0],7.398089e-06],
[[312.0,262.0,262.0],2.83433e-06],
[[322.0,242.0,242.0],2.577283e-06],
[[322.0,262.0,262.0],2.990899e-06],
[[327.0,302.0,302.0],4.283249e-06],
[[332.0,262.0,262.0],2.532002e-06],
[[332.0,282.0,282.0],2.899591e-06],
[[332.0,322.0,322.0],1.036562e-05],
[[342.0,262.0,262.0],2.819595e-06],
[[342.0,282.0,282.0],3.300943e-06],
[[347.0,322.0,322.0],4.788843e-06],
[[352.0,282.0,282.0],3.103545e-06],
[[352.0,302.0,302.0],4.06845e-06],
[[352.0,342.0,342.0],7.537891e-06],
[[362.0,282.0,282.0],2.955612e-06],
[[363.0,362.0,362.0],1.040502e-05],
[[367.0,342.0,342.0],7.767644e-06],
[[367.0,362.0,362.0],9.431697e-06],
[[372.0,322.0,322.0],4.701539e-06],
[[382.0,302.0,302.0],4.606556e-06],
[[383.0,382.0,382.0],1.122961e-05],
[[387.0,362.0,362.0],6.687717e-06],
[[387.0,382.0,382.0],1.082215e-05],
[[392.0,342.0,342.0],5.519862e-06],
[[403.0,402.0,402.0],1.105275e-05],
[[407.0,402.0,402.0],1.229854e-05],
[[412.0,362.0,362.0],5.687276e-06],
[[427.0,402.0,402.0],8.273746e-06],
[[432.0,362.0,362.0],5.627383e-06],
[[432.0,382.0,382.0],6.990675e-06],
[[442.0,362.0,362.0],5.892541e-06],
[[452.0,402.0,402.0],6.821218e-06],
[[462.0,382.0,382.0],6.937678e-06],
[[482.0,402.0,402.0],7.165058e-06],
[[503.0,502.0,502.0],1.692318e-05],
