txName: TChiZISRll
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > l+,l-,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
intermediateState: None
efficiencyMap: [[[10.0,1.0,1.0],8.229677e-07],
[[10.0,5.0,5.0],1.016888e-06],
[[10.0,7.0,7.0],7.268554e-07],
[[10.0,9.0,9.0],2.524891e-06],
[[20.0,1.0,1.0],4.350295e-07],
[[20.0,15.0,15.0],5.462224e-06],
[[20.0,17.0,17.0],8.819296e-06],
[[20.0,19.0,19.0],5.935707e-06],
[[30.0,1.0,1.0],2.196319e-06],
[[30.0,20.0,20.0],3.414413e-06],
[[30.0,25.0,25.0],1.730889e-06],
[[30.0,27.0,27.0],2.598352e-06],
[[30.0,29.0,29.0],1.035013e-05],
[[40.0,1.0,1.0],1.691091e-07],
[[40.0,20.0,20.0],5.885719e-07],
[[40.0,30.0,30.0],2.856816e-06],
[[40.0,35.0,35.0],2.343147e-06],
[[40.0,37.0,37.0],3.920835e-06],
[[40.0,39.0,39.0],1.526859e-05],
[[50.0,1.0,1.0],1.776069e-07],
[[50.0,20.0,20.0],7.566617e-07],
[[50.0,30.0,30.0],1.489033e-06],
[[50.0,40.0,40.0],4.927784e-06],
[[50.0,45.0,45.0],1.953057e-05],
[[50.0,47.0,47.0],3.047162e-05],
[[50.0,49.0,49.0],4.687797e-05],
[[60.0,1.0,1.0],1.086037e-06],
[[60.0,20.0,20.0],2.066633e-06],
[[60.0,30.0,30.0],1.606559e-06],
[[60.0,40.0,40.0],1.303079e-05],
[[60.0,50.0,50.0],2.930066e-05],
[[60.0,55.0,55.0],4.107105e-05],
[[60.0,57.0,57.0],5.199013e-05],
[[60.0,59.0,59.0],8.311411e-05],
[[62.0,2.0,2.0],2.270152e-07],
[[62.0,22.0,22.0],7.390261e-07],
[[62.0,42.0,42.0],2.648487e-05],
[[62.0,52.0,52.0],3.815197e-05],
[[63.0,62.0,62.0],0.0001084919],
[[65.0,62.0,62.0],7.350981e-05],
[[67.0,62.0,62.0],5.593728e-05],
[[72.0,12.0,12.0],6.15556e-07],
[[72.0,52.0,52.0],2.192486e-05],
[[72.0,62.0,62.0],3.657561e-05],
[[73.0,72.0,72.0],0.0001638836],
[[75.0,72.0,72.0],0.0001045459],
[[77.0,72.0,72.0],8.30172e-05],
[[82.0,2.0,2.0],3.756972e-07],
[[82.0,22.0,22.0],7.373401e-06],
[[82.0,42.0,42.0],2.369068e-05],
[[82.0,62.0,62.0],3.663648e-05],
[[82.0,72.0,72.0],6.59364e-05],
[[83.0,82.0,82.0],0.0001965268],
[[85.0,82.0,82.0],0.0001526665],
[[87.0,82.0,82.0],0.0001245864],
[[92.0,12.0,12.0],2.151824e-05],
[[92.0,32.0,32.0],1.263926e-05],
[[92.0,52.0,52.0],3.104205e-05],
[[92.0,72.0,72.0],6.98344e-05],
[[92.0,82.0,82.0],0.0001311473],
[[93.0,92.0,92.0],0.0003037984],
[[95.0,92.0,92.0],0.0003454811],
[[97.0,92.0,92.0],0.0001560188],
[[102.0,22.0,22.0],1.388397e-05],
[[102.0,42.0,42.0],2.816903e-05],
[[102.0,62.0,62.0],4.174898e-05],
[[102.0,82.0,82.0],7.512051e-05],
[[102.0,92.0,92.0],0.0001342177],
[[103.0,102.0,102.0],0.000387152],
[[105.0,102.0,102.0],0.0002696644],
[[107.0,102.0,102.0],0.0002666502],
[[112.0,32.0,32.0],4.910033e-05],
[[112.0,52.0,52.0],4.615595e-05],
[[112.0,72.0,72.0],6.467372e-05],
[[112.0,92.0,92.0],0.0001255691],
[[112.0,102.0,102.0],0.0001926593],
[[122.0,42.0,42.0],3.994998e-05],
[[122.0,62.0,62.0],7.352516e-05],
[[122.0,82.0,82.0],8.126294e-05],
[[122.0,102.0,102.0],0.0001437787],
[[123.0,122.0,122.0],0.0005858759],
[[125.0,122.0,122.0],0.0004524501],
[[127.0,122.0,122.0],0.0003441904],
[[132.0,52.0,52.0],4.802368e-05],
[[132.0,72.0,72.0],6.253647e-05],
[[132.0,92.0,92.0],0.000112927],
[[132.0,122.0,122.0],0.000238131],
[[142.0,62.0,62.0],7.50283e-05],
[[142.0,82.0,82.0],9.588852e-05],
[[142.0,102.0,102.0],0.0001502823],
[[142.0,122.0,122.0],0.0002502656],
[[143.0,142.0,142.0],0.000713162],
[[145.0,142.0,142.0],0.0005982173],
[[147.0,142.0,142.0],0.0004870239],
[[152.0,72.0,72.0],7.479408e-05],
[[152.0,92.0,92.0],0.0001431607],
[[152.0,142.0,142.0],0.0003671161],
[[162.0,82.0,82.0],0.0001388349],
[[162.0,102.0,102.0],0.0001595094],
[[162.0,122.0,122.0],0.0002028915],
[[162.0,142.0,142.0],0.0003033399],
[[163.0,162.0,162.0],0.0009841778],
[[165.0,162.0,162.0],0.000819058],
[[167.0,162.0,162.0],0.0007017153],
[[172.0,92.0,92.0],0.0001372405],
[[172.0,162.0,162.0],0.0005301641],
[[182.0,102.0,102.0],0.0001507037],
[[182.0,122.0,122.0],0.0002123153],
[[182.0,142.0,142.0],0.0002981018],
[[182.0,162.0,162.0],0.0003873484],
[[183.0,182.0,182.0],0.001184534],
[[185.0,182.0,182.0],0.001027222],
[[192.0,182.0,182.0],0.000643309],
[[202.0,122.0,122.0],0.0002033879],
[[202.0,142.0,142.0],0.0002768514],
[[202.0,162.0,162.0],0.0003360375],
[[202.0,182.0,182.0],0.0005630559],
[[203.0,202.0,202.0],0.00137985],
[[205.0,202.0,202.0],0.001209528],
[[212.0,202.0,202.0],0.0007776169],
[[222.0,142.0,142.0],0.0002436256],
[[222.0,162.0,162.0],0.0003215774],
[[222.0,202.0,202.0],0.0006379266],
[[223.0,222.0,222.0],0.001771024],
[[225.0,222.0,222.0],0.001492681],
[[227.0,222.0,222.0],0.00125372],
[[232.0,222.0,222.0],0.0009575979],
[[243.0,242.0,242.0],0.001972138],
[[245.0,242.0,242.0],0.001737928],
[[247.0,242.0,242.0],0.001495184],
[[252.0,242.0,242.0],0.001163524],
[[262.0,182.0,182.0],0.0004528395],
[[262.0,202.0,202.0],0.0004885938],
[[262.0,222.0,222.0],0.0006292099],
[[263.0,262.0,262.0],0.00234088],
[[265.0,262.0,262.0],0.001962364],
[[267.0,262.0,262.0],0.001725404],
[[272.0,262.0,262.0],0.001301268],
[[282.0,202.0,202.0],0.0004897808],
[[282.0,222.0,222.0],0.000572178],
[[282.0,242.0,242.0],0.0007322487],
[[282.0,262.0,262.0],0.0009913701],
[[283.0,282.0,282.0],0.00247541],
[[285.0,282.0,282.0],0.00231396],
[[287.0,282.0,282.0],0.00191592],
[[292.0,282.0,282.0],0.001454343],
[[302.0,222.0,222.0],0.0005949952],
[[302.0,242.0,242.0],0.0007059509],
[[302.0,262.0,262.0],0.000805],
[[302.0,282.0,282.0],0.001055499],
[[303.0,302.0,302.0],0.002779067],
[[305.0,302.0,302.0],0.002551549],
[[307.0,302.0,302.0],0.002207957],
[[312.0,302.0,302.0],0.0016335],
[[322.0,242.0,242.0],0.0006506515],
[[322.0,262.0,262.0],0.0008030398],
[[322.0,282.0,282.0],0.0009475541],
[[322.0,302.0,302.0],0.0012274],
[[323.0,322.0,322.0],0.003063288],
[[325.0,322.0,322.0],0.002781793],
[[327.0,322.0,322.0],0.002372203],
[[332.0,322.0,322.0],0.001782715],
[[342.0,262.0,262.0],0.0007751607],
[[342.0,282.0,282.0],0.0008501302],
[[342.0,302.0,302.0],0.001010134],
[[342.0,322.0,322.0],0.001365576],
[[343.0,342.0,342.0],0.003207207],
[[345.0,342.0,342.0],0.00292058],
[[347.0,342.0,342.0],0.002678931],
[[352.0,342.0,342.0],0.001988801],
[[362.0,282.0,282.0],0.0008494908],
[[362.0,302.0,302.0],0.0009645174],
[[362.0,322.0,322.0],0.001162457],
[[362.0,342.0,342.0],0.001476364],
[[363.0,362.0,362.0],0.003594524],
[[365.0,362.0,362.0],0.003305365],
[[367.0,362.0,362.0],0.002966349],
[[372.0,362.0,362.0],0.00215736],
[[382.0,302.0,302.0],0.0009729793],
[[382.0,322.0,322.0],0.001043923],
[[382.0,342.0,342.0],0.001202039],
[[382.0,362.0,362.0],0.001624349],
[[383.0,382.0,382.0],0.003642486],
[[385.0,382.0,382.0],0.003589936],
[[387.0,382.0,382.0],0.003324526],
[[392.0,382.0,382.0],0.002416658],
[[402.0,322.0,322.0],0.001031916],
[[402.0,342.0,342.0],0.001156931],
[[402.0,362.0,362.0],0.001347652],
[[402.0,382.0,382.0],0.001756482],
[[403.0,402.0,402.0],0.00397092],
[[405.0,402.0,402.0],0.003871941],
[[407.0,402.0,402.0],0.003424256],
[[412.0,402.0,402.0],0.002522753],
[[422.0,342.0,342.0],0.001120481],
[[422.0,362.0,362.0],0.001218335],
[[422.0,382.0,382.0],0.00143425],
[[422.0,402.0,402.0],0.001871834],
[[442.0,362.0,362.0],0.001189926],
[[442.0,382.0,382.0],0.001368992],
[[442.0,402.0,402.0],0.001602501],
[[462.0,382.0,382.0],0.00133996],
[[462.0,402.0,402.0],0.001494669],
[[482.0,402.0,402.0],0.001424304],
[[503.0,502.0,502.0],0.005238912],
[[505.0,502.0,502.0],0.005031554],
[[507.0,502.0,502.0],0.004618193],
[[512.0,502.0,502.0],0.003557727],
[[522.0,502.0,502.0],0.002533645],
[[542.0,502.0,502.0],0.002106088],
[[562.0,502.0,502.0],0.001971383],
[[582.0,502.0,502.0],0.001880547],
[[603.0,602.0,602.0],0.006197367],
[[605.0,602.0,602.0],0.006129261],
[[607.0,602.0,602.0],0.005612112],
[[612.0,602.0,602.0],0.00431408],
[[622.0,602.0,602.0],0.003115436],
[[642.0,602.0,602.0],0.002602917],
[[662.0,602.0,602.0],0.002390885],
[[682.0,602.0,602.0],0.002335523],
[[703.0,702.0,702.0],0.007075764],
[[705.0,702.0,702.0],0.007000608],
[[707.0,702.0,702.0],0.006408716],
[[712.0,702.0,702.0],0.005069533],
[[722.0,702.0,702.0],0.003655719],
[[742.0,702.0,702.0],0.002964831],
[[762.0,702.0,702.0],0.002809732],
[[782.0,702.0,702.0],0.00267531],
[[803.0,802.0,802.0],0.007832989],
[[805.0,802.0,802.0],0.007734787],
[[807.0,802.0,802.0],0.007318746],
[[812.0,802.0,802.0],0.005755084],
