txName: TChiZISRqq
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > q,q,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
efficiencyMap: [[[10.0,1.0,1.0],0.0],
[[20.0,1.0,1.0],0.0],
[[20.0,15.0,15.0],0.0],
[[20.0,17.0,17.0],0.0],
[[20.0,19.0,19.0],1.591435e-09],
[[30.0,1.0,1.0],0.0],
[[30.0,20.0,20.0],0.0],
[[30.0,25.0,25.0],3.261744e-09],
[[30.0,27.0,27.0],3.339213e-09],
[[30.0,29.0,29.0],8.387011e-09],
[[40.0,1.0,1.0],0.0],
[[40.0,20.0,20.0],0.0],
[[40.0,30.0,30.0],0.0],
[[40.0,35.0,35.0],0.0],
[[40.0,37.0,37.0],3.286604e-09],
[[40.0,39.0,39.0],4.971975e-09],
[[50.0,1.0,1.0],0.0],
[[50.0,20.0,20.0],0.0],
[[50.0,30.0,30.0],0.0],
[[50.0,40.0,40.0],3.035962e-09],
[[50.0,45.0,45.0],9.77834e-09],
[[50.0,47.0,47.0],2.082653e-08],
[[50.0,49.0,49.0],8.360467e-08],
[[60.0,1.0,1.0],0.0],
[[60.0,20.0,20.0],8.339622e-10],
[[60.0,30.0,30.0],3.285191e-09],
[[60.0,40.0,40.0],1.360546e-08],
[[60.0,50.0,50.0],1.06997e-07],
[[60.0,55.0,55.0],2.437139e-08],
[[60.0,57.0,57.0],1.49229e-07],
[[60.0,59.0,59.0],2.376506e-07],
[[62.0,12.0,12.0],0.0],
[[62.0,42.0,42.0],7.993934e-09],
[[62.0,52.0,52.0],2.557413e-08],
[[63.0,62.0,62.0],7.116711e-08],
[[65.0,62.0,62.0],7.198577e-08],
[[67.0,42.0,42.0],6.928906e-09],
[[67.0,52.0,52.0],1.888595e-08],
[[67.0,62.0,62.0],5.491903e-08],
[[72.0,12.0,12.0],0.0],
[[72.0,22.0,22.0],1.481739e-09],
[[72.0,52.0,52.0],1.972585e-08],
[[72.0,62.0,62.0],4.379479e-08],
[[73.0,72.0,72.0],2.454562e-07],
[[75.0,72.0,72.0],1.188806e-07],
[[77.0,52.0,52.0],4.831706e-08],
[[77.0,62.0,62.0],6.31358e-08],
[[77.0,72.0,72.0],1.195748e-07],
[[82.0,12.0,12.0],4.344292e-09],
[[82.0,22.0,22.0],5.107664e-09],
[[82.0,32.0,32.0],5.598935e-09],
[[82.0,62.0,62.0],3.491132e-08],
[[82.0,72.0,72.0],8.155187e-08],
[[83.0,82.0,82.0],2.535413e-07],
[[85.0,82.0,82.0],2.62e-07],
[[87.0,62.0,62.0],6.364081e-08],
[[87.0,72.0,72.0],7.947001e-08],
[[87.0,82.0,82.0],1.714107e-07],
[[92.0,12.0,12.0],2.30045e-09],
[[92.0,22.0,22.0],5.016215e-08],
[[92.0,32.0,32.0],1.310976e-08],
[[92.0,42.0,42.0],2.363568e-08],
[[92.0,72.0,72.0],1.119492e-07],
[[92.0,82.0,82.0],1.348975e-07],
[[93.0,92.0,92.0],4.14392e-07],
[[97.0,72.0,72.0],8.342775e-08],
[[97.0,82.0,82.0],1.043878e-07],
[[97.0,92.0,92.0],1.996215e-07],
[[102.0,22.0,22.0],1.187181e-08],
[[102.0,32.0,32.0],6.412597e-08],
[[102.0,42.0,42.0],3.926079e-08],
[[102.0,52.0,52.0],5.240208e-08],
[[102.0,82.0,82.0],9.259586e-08],
[[102.0,92.0,92.0],2.061234e-07],
[[105.0,102.0,102.0],1.045744e-06],
[[107.0,82.0,82.0],6.497352e-08],
[[107.0,92.0,92.0],2.190042e-07],
[[107.0,102.0,102.0],3.172648e-07],
[[112.0,32.0,32.0],3.698263e-08],
[[112.0,42.0,42.0],1.635428e-07],
[[112.0,52.0,52.0],5.983702e-08],
[[112.0,62.0,62.0],8.487226e-08],
[[112.0,92.0,92.0],1.657639e-07],
[[112.0,102.0,102.0],3.267577e-07],
[[117.0,92.0,92.0],1.376802e-07],
[[117.0,102.0,102.0],3.229938e-07],
[[122.0,42.0,42.0],6.67191e-08],
[[122.0,52.0,52.0],6.297919e-08],
[[122.0,62.0,62.0],6.300823e-08],
[[122.0,72.0,72.0],1.267833e-07],
[[122.0,102.0,102.0],2.885904e-07],
[[123.0,122.0,122.0],9.290548e-07],
[[127.0,102.0,102.0],2.347016e-07],
[[127.0,122.0,122.0],5.225264e-07],
[[132.0,52.0,52.0],5.554965e-08],
[[132.0,62.0,62.0],1.205396e-07],
[[132.0,72.0,72.0],1.197559e-07],
[[132.0,82.0,82.0],1.544264e-07],
[[132.0,122.0,122.0],4.234105e-07],
[[142.0,62.0,62.0],1.398039e-07],
[[142.0,72.0,72.0],1.609705e-07],
[[142.0,82.0,82.0],1.928682e-07],
[[142.0,92.0,92.0],2.447603e-07],
[[142.0,122.0,122.0],3.501487e-07],
[[143.0,142.0,142.0],1.223965e-06],
[[145.0,142.0,142.0],1.315774e-06],
[[147.0,122.0,122.0],4.632954e-07],
[[147.0,142.0,142.0],1.008546e-06],
[[152.0,72.0,72.0],3.44864e-07],
[[152.0,82.0,82.0],1.956936e-07],
[[152.0,92.0,92.0],3.052498e-07],
[[152.0,102.0,102.0],3.089413e-07],
[[152.0,142.0,142.0],6.424437e-07],
[[157.0,142.0,142.0],7.569568e-07],
[[162.0,82.0,82.0],2.686639e-07],
[[162.0,102.0,102.0],3.298003e-07],
[[162.0,142.0,142.0],6.529411e-07],
[[163.0,162.0,162.0],1.844671e-06],
[[165.0,162.0,162.0],1.462386e-06],
[[167.0,142.0,142.0],6.297428e-07],
[[167.0,162.0,162.0],1.200207e-06],
[[172.0,92.0,92.0],3.026208e-07],
[[172.0,122.0,122.0],4.433665e-07],
[[172.0,162.0,162.0],1.072985e-06],
[[177.0,162.0,162.0],1.083766e-06],
[[182.0,102.0,102.0],3.361572e-07],
[[182.0,162.0,162.0],1.16104e-06],
[[183.0,182.0,182.0],2.202517e-06],
[[187.0,162.0,162.0],9.795636e-07],
[[187.0,182.0,182.0],1.656082e-06],
[[192.0,122.0,122.0],4.36243e-07],
[[192.0,142.0,142.0],4.922426e-07],
[[192.0,182.0,182.0],1.574393e-06],
[[197.0,182.0,182.0],1.315974e-06],
[[202.0,122.0,122.0],6.242907e-07],
[[202.0,142.0,142.0],5.809163e-07],
[[202.0,182.0,182.0],1.636723e-06],
[[203.0,202.0,202.0],2.973023e-06],
[[207.0,182.0,182.0],1.374669e-06],
[[207.0,202.0,202.0],2.553269e-06],
[[212.0,142.0,142.0],7.644849e-07],
[[212.0,162.0,162.0],8.811378e-07],
[[212.0,202.0,202.0],2.538849e-06],
[[217.0,202.0,202.0],1.257652e-06],
[[222.0,142.0,142.0],9.532372e-07],
[[222.0,162.0,162.0],8.23564e-07],
[[222.0,202.0,202.0],1.416559e-06],
[[223.0,222.0,222.0],3.717242e-06],
[[227.0,202.0,202.0],1.539491e-06],
[[227.0,222.0,222.0],3.195176e-06],
[[232.0,162.0,162.0],1.23917e-06],
[[232.0,182.0,182.0],1.034698e-06],
[[232.0,222.0,222.0],2.761068e-06],
[[237.0,222.0,222.0],3.045691e-06],
[[242.0,162.0,162.0],9.626557e-07],
[[242.0,182.0,182.0],1.114056e-06],
[[242.0,222.0,222.0],1.978968e-06],
[[243.0,242.0,242.0],4.138926e-06],
[[247.0,222.0,222.0],2.001399e-06],
[[247.0,242.0,242.0],3.766008e-06],
[[252.0,202.0,202.0],1.387673e-06],
[[252.0,242.0,242.0],2.863334e-06],
[[257.0,242.0,242.0],2.699019e-06],
[[262.0,182.0,182.0],1.172644e-06],
[[262.0,202.0,202.0],1.617161e-06],
[[262.0,242.0,242.0],2.477251e-06],
[[263.0,262.0,262.0],5.131506e-06],
[[265.0,262.0,262.0],4.986334e-06],
[[267.0,242.0,242.0],2.597813e-06],
[[267.0,262.0,262.0],4.699188e-06],
[[272.0,222.0,222.0],1.459465e-06],
[[272.0,262.0,262.0],3.862038e-06],
[[277.0,262.0,262.0],3.596903e-06],
[[282.0,202.0,202.0],1.970314e-06],
[[282.0,222.0,222.0],2.052718e-06],
[[282.0,262.0,262.0],5.681313e-06],
[[283.0,282.0,282.0],5.57791e-06],
[[285.0,282.0,282.0],9.232775e-06],
[[287.0,262.0,262.0],2.946922e-06],
[[287.0,282.0,282.0],5.588226e-06],
[[292.0,242.0,242.0],2.574613e-06],
[[292.0,282.0,282.0],4.27217e-06],
[[297.0,282.0,282.0],3.932024e-06],
[[302.0,222.0,222.0],1.985234e-06],
[[302.0,242.0,242.0],2.660222e-06],
[[302.0,282.0,282.0],3.89496e-06],
[[303.0,302.0,302.0],6.54948e-06],
[[307.0,282.0,282.0],3.632996e-06],
[[307.0,302.0,302.0],6.64109e-06],
[[312.0,262.0,262.0],2.800612e-06],
[[322.0,242.0,242.0],2.124288e-06],
[[322.0,262.0,262.0],3.001892e-06],
[[327.0,302.0,302.0],4.030791e-06],
[[332.0,262.0,262.0],2.758345e-06],
[[332.0,282.0,282.0],3.643277e-06],
[[332.0,322.0,322.0],5.947802e-06],
[[342.0,262.0,262.0],2.68508e-06],
[[342.0,282.0,282.0],2.960098e-06],
[[347.0,322.0,322.0],5.543917e-06],
[[352.0,282.0,282.0],3.332466e-06],
[[352.0,302.0,302.0],4.231064e-06],
[[352.0,342.0,342.0],7.293075e-06],
[[362.0,282.0,282.0],3.927475e-06],
[[363.0,362.0,362.0],9.041235e-06],
[[367.0,342.0,342.0],5.204883e-06],
[[367.0,362.0,362.0],8.928294e-06],
[[372.0,322.0,322.0],4.205217e-06],
[[382.0,302.0,302.0],5.24685e-06],
[[383.0,382.0,382.0],8.936002e-06],
[[387.0,362.0,362.0],6.529601e-06],
[[387.0,382.0,382.0],1.028777e-05],
[[392.0,342.0,342.0],4.847722e-06],
[[403.0,402.0,402.0],1.170141e-05],
[[407.0,402.0,402.0],1.088921e-05],
[[412.0,362.0,362.0],5.285437e-06],
[[427.0,402.0,402.0],6.862107e-06],
[[432.0,362.0,362.0],5.417071e-06],
[[432.0,382.0,382.0],5.394058e-06],
[[442.0,362.0,362.0],5.103051e-06],
[[452.0,402.0,402.0],6.550783e-06],
[[462.0,382.0,382.0],7.638044e-06],
[[482.0,402.0,402.0],7.670554e-06],
[[503.0,502.0,502.0],1.449631e-05],
