txName: TChiZISRqq
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > q,q,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
intermediateState: None
efficiencyMap: [[[10.0,1.0,1.0],1.852599e-06],
[[20.0,1.0,1.0],1.486831e-06],
[[20.0,15.0,15.0],2.288491e-06],
[[20.0,17.0,17.0],5.400831e-06],
[[20.0,19.0,19.0],1.002755e-05],
[[30.0,1.0,1.0],9.062156e-07],
[[30.0,20.0,20.0],4.359105e-06],
[[30.0,25.0,25.0],4.549696e-06],
[[30.0,27.0,27.0],7.279806e-06],
[[30.0,29.0,29.0],1.088677e-05],
[[40.0,1.0,1.0],1.429348e-06],
[[40.0,20.0,20.0],3.482525e-06],
[[40.0,30.0,30.0],3.071163e-06],
[[40.0,35.0,35.0],5.153014e-06],
[[40.0,37.0,37.0],6.157288e-06],
[[40.0,39.0,39.0],1.317421e-05],
[[50.0,1.0,1.0],3.474938e-07],
[[50.0,20.0,20.0],9.865874e-07],
[[50.0,30.0,30.0],1.764187e-06],
[[50.0,40.0,40.0],9.603208e-06],
[[50.0,45.0,45.0],2.256173e-05],
[[50.0,47.0,47.0],2.727985e-05],
[[50.0,49.0,49.0],3.487121e-05],
[[60.0,1.0,1.0],3.5336e-07],
[[60.0,20.0,20.0],1.18403e-06],
[[60.0,30.0,30.0],3.396044e-06],
[[60.0,40.0,40.0],1.205145e-05],
[[60.0,50.0,50.0],2.780704e-05],
[[60.0,55.0,55.0],4.841757e-05],
[[60.0,57.0,57.0],6.12307e-05],
[[60.0,59.0,59.0],6.470424e-05],
[[62.0,12.0,12.0],2.412181e-07],
[[62.0,42.0,42.0],1.520946e-05],
[[62.0,52.0,52.0],2.610782e-05],
[[63.0,62.0,62.0],6.316654e-05],
[[65.0,62.0,62.0],5.09151e-05],
[[67.0,42.0,42.0],2.081732e-05],
[[67.0,52.0,52.0],2.579714e-05],
[[67.0,62.0,62.0],5.056086e-05],
[[72.0,12.0,12.0],7.543291e-07],
[[72.0,22.0,22.0],7.321346e-06],
[[72.0,52.0,52.0],2.640171e-05],
[[72.0,62.0,62.0],5.092163e-05],
[[73.0,72.0,72.0],8.126834e-05],
[[75.0,72.0,72.0],7.652982e-05],
[[77.0,52.0,52.0],4.442468e-05],
[[77.0,62.0,62.0],4.216066e-05],
[[77.0,72.0,72.0],7.170937e-05],
[[82.0,12.0,12.0],6.35045e-06],
[[82.0,22.0,22.0],1.767443e-05],
[[82.0,32.0,32.0],3.125837e-05],
[[82.0,62.0,62.0],4.771448e-05],
[[82.0,72.0,72.0],7.311313e-05],
[[83.0,82.0,82.0],0.0001000017],
[[85.0,82.0,82.0],0.0001138036],
[[87.0,62.0,62.0],4.615431e-05],
[[87.0,72.0,72.0],5.772546e-05],
[[87.0,82.0,82.0],9.617593e-05],
[[92.0,12.0,12.0],2.06091e-05],
[[92.0,22.0,22.0],2.896876e-05],
[[92.0,32.0,32.0],4.936865e-05],
[[92.0,42.0,42.0],5.374032e-05],
[[92.0,72.0,72.0],6.56896e-05],
[[92.0,82.0,82.0],8.752777e-05],
[[93.0,92.0,92.0],0.0001435325],
[[97.0,72.0,72.0],8.000528e-05],
[[97.0,82.0,82.0],8.428088e-05],
[[97.0,92.0,92.0],0.000126694],
[[102.0,22.0,22.0],3.612061e-05],
[[102.0,32.0,32.0],6.16112e-05],
[[102.0,42.0,42.0],5.934017e-05],
[[102.0,52.0,52.0],5.58611e-05],
[[102.0,82.0,82.0],8.420194e-05],
[[102.0,92.0,92.0],0.0001053718],
[[105.0,102.0,102.0],0.0001457595],
[[107.0,82.0,82.0],8.309322e-05],
[[107.0,92.0,92.0],0.0001044471],
[[107.0,102.0,102.0],0.0001521095],
[[112.0,32.0,32.0],6.616288e-05],
[[112.0,42.0,42.0],7.100685e-05],
[[112.0,52.0,52.0],8.417543e-05],
[[112.0,62.0,62.0],0.0001003358],
[[112.0,92.0,92.0],0.0001127989],
[[112.0,102.0,102.0],0.0001306646],
[[117.0,92.0,92.0],0.0001019581],
[[117.0,102.0,102.0],0.0001212441],
[[122.0,42.0,42.0],0.0001095782],
[[122.0,52.0,52.0],0.0001253782],
[[122.0,62.0,62.0],0.0001193659],
[[122.0,72.0,72.0],0.0001014215],
[[122.0,102.0,102.0],0.0001332696],
[[123.0,122.0,122.0],0.0002019079],
[[127.0,102.0,102.0],0.00012569],
[[127.0,122.0,122.0],0.000195483],
[[132.0,52.0,52.0],0.0001248567],
[[132.0,62.0,62.0],0.0001142265],
[[132.0,72.0,72.0],0.0001125925],
[[132.0,82.0,82.0],0.0001305027],
[[132.0,122.0,122.0],0.0001738629],
[[142.0,62.0,62.0],0.0001755874],
[[142.0,72.0,72.0],0.0001391235],
[[142.0,82.0,82.0],0.0001423951],
[[142.0,92.0,92.0],0.000129803],
[[142.0,122.0,122.0],0.0001671981],
[[143.0,142.0,142.0],0.0002411389],
[[145.0,142.0,142.0],0.0002529015],
[[147.0,122.0,122.0],0.0001565375],
[[147.0,142.0,142.0],0.0002549402],
[[152.0,72.0,72.0],0.0001969531],
[[152.0,82.0,82.0],0.0001680637],
[[152.0,92.0,92.0],0.0001811734],
[[152.0,102.0,102.0],0.0001650469],
[[152.0,142.0,142.0],0.0002188873],
[[157.0,142.0,142.0],0.0002274406],
[[162.0,82.0,82.0],0.0002248379],
[[162.0,102.0,102.0],0.0001715157],
[[162.0,142.0,142.0],0.0002126979],
[[163.0,162.0,162.0],0.0003029984],
[[165.0,162.0,162.0],0.0002738892],
[[167.0,142.0,142.0],0.000206503],
[[167.0,162.0,162.0],0.0002799626],
[[172.0,92.0,92.0],0.0002230772],
[[172.0,122.0,122.0],0.0002008364],
[[172.0,162.0,162.0],0.0002705603],
[[177.0,162.0,162.0],0.0002496107],
[[182.0,102.0,102.0],0.0002538973],
[[182.0,162.0,162.0],0.0002593828],
[[183.0,182.0,182.0],0.0003418185],
[[187.0,162.0,162.0],0.0002682399],
[[187.0,182.0,182.0],0.000325949],
[[192.0,122.0,122.0],0.0002840702],
[[192.0,142.0,142.0],0.0002353457],
[[192.0,182.0,182.0],0.0003108155],
[[197.0,182.0,182.0],0.0003049644],
[[202.0,122.0,122.0],0.0003109771],
[[202.0,142.0,142.0],0.0002735192],
[[202.0,182.0,182.0],0.0002818454],
[[203.0,202.0,202.0],0.0003619366],
[[207.0,182.0,182.0],0.0002916367],
[[207.0,202.0,202.0],0.0003602839],
[[212.0,142.0,142.0],0.0003119821],
[[212.0,162.0,162.0],0.0002942477],
[[212.0,202.0,202.0],0.0003314584],
[[217.0,202.0,202.0],0.0003339171],
[[222.0,142.0,142.0],0.000347265],
[[222.0,162.0,162.0],0.0002943311],
[[222.0,202.0,202.0],0.0003198901],
[[223.0,222.0,222.0],0.000410398],
[[227.0,202.0,202.0],0.000312446],
[[227.0,222.0,222.0],0.0003901151],
[[232.0,162.0,162.0],0.0003681672],
[[232.0,182.0,182.0],0.000312257],
[[232.0,222.0,222.0],0.0003568079],
[[237.0,222.0,222.0],0.0003492914],
[[242.0,162.0,162.0],0.0004010601],
[[242.0,182.0,182.0],0.0003379797],
[[242.0,222.0,222.0],0.0003773237],
[[243.0,242.0,242.0],0.0004487216],
[[247.0,222.0,222.0],0.0003451901],
[[247.0,242.0,242.0],0.0004162515],
[[252.0,202.0,202.0],0.0003395055],
[[252.0,242.0,242.0],0.000403725],
[[257.0,242.0,242.0],0.0004223777],
[[262.0,182.0,182.0],0.0004635861],
[[262.0,202.0,202.0],0.0003839992],
[[262.0,242.0,242.0],0.0003917521],
[[263.0,262.0,262.0],0.000453966],
[[265.0,262.0,262.0],0.0004807168],
[[267.0,242.0,242.0],0.0003778824],
[[267.0,262.0,262.0],0.0004458335],
[[272.0,222.0,222.0],0.0003777185],
[[272.0,262.0,262.0],0.000444399],
[[277.0,262.0,262.0],0.0004107902],
[[282.0,202.0,202.0],0.0005059197],
[[282.0,222.0,222.0],0.0004270496],
[[282.0,262.0,262.0],0.0004073404],
[[283.0,282.0,282.0],0.0004982586],
[[285.0,282.0,282.0],0.0005060111],
[[287.0,262.0,262.0],0.0004052809],
[[287.0,282.0,282.0],0.0004795489],
[[292.0,242.0,242.0],0.0004034504],
[[292.0,282.0,282.0],0.0005048819],
[[297.0,282.0,282.0],0.0004674833],
[[302.0,222.0,222.0],0.0005141361],
[[302.0,242.0,242.0],0.0004490335],
[[302.0,282.0,282.0],0.0004711317],
[[303.0,302.0,302.0],0.0005129006],
[[307.0,282.0,282.0],0.0004384976],
[[307.0,302.0,302.0],0.0004970768],
[[312.0,262.0,262.0],0.0004169767],
[[322.0,242.0,242.0],0.0005561916],
[[322.0,262.0,262.0],0.0004689994],
[[327.0,302.0,302.0],0.0004702957],
[[332.0,262.0,262.0],0.0005090212],
[[332.0,282.0,282.0],0.0004804965],
[[332.0,322.0,322.0],0.0005329779],
[[342.0,262.0,262.0],0.0005657198],
[[342.0,282.0,282.0],0.0004823377],
[[347.0,322.0,322.0],0.0004813491],
[[352.0,282.0,282.0],0.0005556741],
[[352.0,302.0,302.0],0.0004919667],
[[352.0,342.0,342.0],0.0005588663],
[[362.0,282.0,282.0],0.0005909509],
[[363.0,362.0,362.0],0.0006074704],
[[367.0,342.0,342.0],0.000510927],
[[367.0,362.0,362.0],0.0005980688],
[[372.0,322.0,322.0],0.0005016077],
[[382.0,302.0,302.0],0.0005995887],
[[383.0,382.0,382.0],0.0005885168],
[[387.0,362.0,362.0],0.0005565804],
[[387.0,382.0,382.0],0.0006007667],
[[392.0,342.0,342.0],0.0005398925],
[[403.0,402.0,402.0],0.0006430953],
[[407.0,402.0,402.0],0.0006360342],
[[412.0,362.0,362.0],0.0005331371],
[[427.0,402.0,402.0],0.0005730707],
[[432.0,362.0,362.0],0.0005974031],
[[432.0,382.0,382.0],0.0005424637],
[[442.0,362.0,362.0],0.0006717231],
[[452.0,402.0,402.0],0.0006144267],
[[462.0,382.0,382.0],0.0006650176],
[[482.0,402.0,402.0],0.0006938503],
[[503.0,502.0,502.0],0.0006993383],
[[507.0,502.0,502.0],0.0007032537],
[[527.0,502.0,502.0],0.0006302584],
[[582.0,502.0,502.0],0.00077288],
[[703.0,702.0,702.0],0.0008075941],
[[707.0,702.0,702.0],0.0007707041],
