txName: TChiZISRqq
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > q,q,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
efficiencyMap: [[[10.0,1.0,1.0],4.719413e-06],
[[20.0,1.0,1.0],4.438307e-06],
[[20.0,15.0,15.0],9.087916e-06],
[[20.0,17.0,17.0],1.476469e-05],
[[20.0,19.0,19.0],2.254348e-05],
[[30.0,1.0,1.0],8.251213e-06],
[[30.0,20.0,20.0],7.828414e-06],
[[30.0,25.0,25.0],1.394098e-05],
[[30.0,27.0,27.0],2.023074e-05],
[[30.0,29.0,29.0],2.525144e-05],
[[40.0,1.0,1.0],1.751294e-06],
[[40.0,20.0,20.0],3.999495e-06],
[[40.0,30.0,30.0],7.752389e-06],
[[40.0,35.0,35.0],1.565482e-05],
[[40.0,37.0,37.0],2.056794e-05],
[[40.0,39.0,39.0],2.954331e-05],
[[50.0,1.0,1.0],1.286615e-06],
[[50.0,20.0,20.0],2.642902e-06],
[[50.0,30.0,30.0],5.719421e-06],
[[50.0,40.0,40.0],1.975811e-05],
[[50.0,45.0,45.0],5.523052e-05],
[[50.0,47.0,47.0],7.1015e-05],
[[50.0,49.0,49.0],9.154466e-05],
[[60.0,1.0,1.0],2.919075e-06],
[[60.0,20.0,20.0],1.691446e-06],
[[60.0,30.0,30.0],1.088741e-05],
[[60.0,40.0,40.0],4.189586e-05],
[[60.0,50.0,50.0],7.301312e-05],
[[60.0,55.0,55.0],0.000126132],
[[60.0,57.0,57.0],0.0001460472],
[[60.0,59.0,59.0],0.0001493339],
[[62.0,12.0,12.0],1.169552e-06],
[[62.0,42.0,42.0],4.426843e-05],
[[62.0,52.0,52.0],7.858233e-05],
[[63.0,62.0,62.0],0.0001362536],
[[65.0,62.0,62.0],0.0001459337],
[[67.0,42.0,42.0],4.723796e-05],
[[67.0,52.0,52.0],7.320369e-05],
[[67.0,62.0,62.0],0.0001282096],
[[72.0,12.0,12.0],1.836115e-06],
[[72.0,22.0,22.0],2.947984e-05],
[[72.0,52.0,52.0],7.663662e-05],
[[72.0,62.0,62.0],0.0001207021],
[[73.0,72.0,72.0],0.00019758],
[[75.0,72.0,72.0],0.0002019692],
[[77.0,52.0,52.0],7.829744e-05],
[[77.0,62.0,62.0],0.0001139967],
[[77.0,72.0,72.0],0.0001805146],
[[82.0,12.0,12.0],3.527935e-05],
[[82.0,22.0,22.0],5.137794e-05],
[[82.0,32.0,32.0],8.400269e-05],
[[82.0,62.0,62.0],0.0001194467],
[[82.0,72.0,72.0],0.000156315],
[[83.0,82.0,82.0],0.0002547631],
[[85.0,82.0,82.0],0.0002478478],
[[87.0,62.0,62.0],0.0001272832],
[[87.0,72.0,72.0],0.0001587428],
[[87.0,82.0,82.0],0.0002616292],
[[92.0,12.0,12.0],6.058677e-05],
[[92.0,22.0,22.0],6.914343e-05],
[[92.0,32.0,32.0],0.000108776],
[[92.0,42.0,42.0],0.0001213239],
[[92.0,72.0,72.0],0.0001805335],
[[92.0,82.0,82.0],0.0002267627],
[[93.0,92.0,92.0],0.0003031089],
[[97.0,72.0,72.0],0.0001899306],
[[97.0,82.0,82.0],0.000210252],
[[97.0,92.0,92.0],0.0002943207],
[[102.0,22.0,22.0],0.0001261901],
[[102.0,32.0,32.0],0.0001302592],
[[102.0,42.0,42.0],0.0001708203],
[[102.0,52.0,52.0],0.0001623313],
[[102.0,82.0,82.0],0.0002075861],
[[102.0,92.0,92.0],0.0002614464],
[[105.0,102.0,102.0],0.0003516729],
[[107.0,82.0,82.0],0.0002107617],
[[107.0,92.0,92.0],0.00024419],
[[107.0,102.0,102.0],0.0003422795],
[[112.0,32.0,32.0],0.000184344],
[[112.0,42.0,42.0],0.0001926205],
[[112.0,52.0,52.0],0.0002595635],
[[112.0,62.0,62.0],0.0002153379],
[[112.0,92.0,92.0],0.0002475002],
[[112.0,102.0,102.0],0.0003202103],
[[117.0,92.0,92.0],0.0002613878],
[[117.0,102.0,102.0],0.0003000704],
[[122.0,42.0,42.0],0.0002641989],
[[122.0,52.0,52.0],0.0002739718],
[[122.0,62.0,62.0],0.000247707],
[[122.0,72.0,72.0],0.0002519991],
[[122.0,102.0,102.0],0.0002969907],
[[123.0,122.0,122.0],0.0004709118],
[[127.0,102.0,102.0],0.0003224524],
[[127.0,122.0,122.0],0.0004781868],
[[132.0,52.0,52.0],0.0003341397],
[[132.0,62.0,62.0],0.000379973],
[[132.0,72.0,72.0],0.000304017],
[[132.0,82.0,82.0],0.0003361107],
[[132.0,122.0,122.0],0.0004291965],
[[142.0,62.0,62.0],0.0003738877],
[[142.0,72.0,72.0],0.0003969596],
[[142.0,82.0,82.0],0.0003938906],
[[142.0,92.0,92.0],0.0003398639],
[[142.0,122.0,122.0],0.0004290557],
[[143.0,142.0,142.0],0.0005662735],
[[145.0,142.0,142.0],0.0005718692],
[[147.0,122.0,122.0],0.00041313],
[[147.0,142.0,142.0],0.000539778],
[[152.0,72.0,72.0],0.0004643551],
[[152.0,82.0,82.0],0.0004470114],
[[152.0,92.0,92.0],0.0004298936],
[[152.0,102.0,102.0],0.0004106064],
[[152.0,142.0,142.0],0.0005401745],
[[157.0,142.0,142.0],0.0005085889],
[[162.0,82.0,82.0],0.0005576746],
[[162.0,102.0,102.0],0.0004743857],
[[162.0,142.0,142.0],0.0004891698],
[[163.0,162.0,162.0],0.0006615484],
[[165.0,162.0,162.0],0.0006456149],
[[167.0,142.0,142.0],0.0005011492],
[[167.0,162.0,162.0],0.0006275477],
[[172.0,92.0,92.0],0.0006346627],
[[172.0,122.0,122.0],0.0005031589],
[[172.0,162.0,162.0],0.0006182741],
[[177.0,162.0,162.0],0.0006040014],
[[182.0,102.0,102.0],0.0006700051],
[[182.0,162.0,162.0],0.0005843304],
[[183.0,182.0,182.0],0.0007091776],
[[187.0,162.0,162.0],0.0005580494],
[[187.0,182.0,182.0],0.0007505843],
[[192.0,122.0,122.0],0.0006384221],
[[192.0,142.0,142.0],0.0006028914],
[[192.0,182.0,182.0],0.000682165],
[[197.0,182.0,182.0],0.0007213348],
[[202.0,122.0,122.0],0.0007492383],
[[202.0,142.0,142.0],0.0007131753],
[[202.0,182.0,182.0],0.0006709948],
[[203.0,202.0,202.0],0.0008717657],
[[207.0,182.0,182.0],0.0006482716],
[[207.0,202.0,202.0],0.0007921287],
[[212.0,142.0,142.0],0.0007819811],
[[212.0,162.0,162.0],0.0006487904],
[[212.0,202.0,202.0],0.0007771151],
[[217.0,202.0,202.0],0.0007333457],
[[222.0,142.0,142.0],0.0009005576],
[[222.0,162.0,162.0],0.0007235193],
[[222.0,202.0,202.0],0.0007130609],
[[223.0,222.0,222.0],0.0009133231],
[[227.0,202.0,202.0],0.000721666],
[[227.0,222.0,222.0],0.0008978079],
[[232.0,162.0,162.0],0.0008412682],
[[232.0,182.0,182.0],0.000741722],
[[232.0,222.0,222.0],0.000864607],
[[237.0,222.0,222.0],0.0008422986],
[[242.0,162.0,162.0],0.0009600236],
[[242.0,182.0,182.0],0.0008051993],
[[242.0,222.0,222.0],0.0008463631],
[[243.0,242.0,242.0],0.0009775454],
[[247.0,222.0,222.0],0.0008303417],
[[247.0,242.0,242.0],0.0009312455],
[[252.0,202.0,202.0],0.0008386651],
[[252.0,242.0,242.0],0.0009338962],
[[257.0,242.0,242.0],0.0009069402],
[[262.0,182.0,182.0],0.001064634],
[[262.0,202.0,202.0],0.0009017944],
[[262.0,242.0,242.0],0.0008536538],
[[263.0,262.0,262.0],0.001053091],
[[265.0,262.0,262.0],0.0009935405],
[[267.0,242.0,242.0],0.000881538],
[[267.0,262.0,262.0],0.001010739],
[[272.0,222.0,222.0],0.0008223016],
[[272.0,262.0,262.0],0.001069992],
[[277.0,262.0,262.0],0.001031301],
[[282.0,202.0,202.0],0.001155102],
[[282.0,222.0,222.0],0.00101207],
[[282.0,262.0,262.0],0.0009189297],
[[283.0,282.0,282.0],0.00108711],
[[285.0,282.0,282.0],0.001097925],
[[287.0,262.0,262.0],0.0009462796],
[[287.0,282.0,282.0],0.001061299],
[[292.0,242.0,242.0],0.0009068594],
[[292.0,282.0,282.0],0.001047396],
[[297.0,282.0,282.0],0.001038515],
[[302.0,222.0,222.0],0.001153076],
[[302.0,242.0,242.0],0.001017337],
[[302.0,282.0,282.0],0.001037191],
[[303.0,302.0,302.0],0.001173951],
[[307.0,282.0,282.0],0.001029766],
[[307.0,302.0,302.0],0.001161443],
[[312.0,262.0,262.0],0.0009815805],
[[322.0,242.0,242.0],0.001265818],
[[322.0,262.0,262.0],0.00105952],
[[327.0,302.0,302.0],0.001094994],
[[332.0,262.0,262.0],0.001190283],
[[332.0,282.0,282.0],0.001011173],
[[332.0,322.0,322.0],0.001100358],
[[342.0,262.0,262.0],0.001390725],
[[342.0,282.0,282.0],0.001127843],
[[347.0,322.0,322.0],0.001065211],
[[352.0,282.0,282.0],0.001189255],
[[352.0,302.0,302.0],0.001063525],
[[352.0,342.0,342.0],0.001231652],
[[362.0,282.0,282.0],0.001390991],
[[363.0,362.0,362.0],0.00120652],
[[367.0,342.0,342.0],0.001182299],
[[367.0,362.0,362.0],0.001231651],
[[372.0,322.0,322.0],0.001118636],
[[382.0,302.0,302.0],0.001456475],
[[383.0,382.0,382.0],0.001315042],
[[387.0,362.0,362.0],0.001155624],
[[387.0,382.0,382.0],0.001306892],
[[392.0,342.0,342.0],0.001177672],
[[403.0,402.0,402.0],0.001353659],
[[407.0,402.0,402.0],0.001367421],
[[412.0,362.0,362.0],0.001160021],
[[427.0,402.0,402.0],0.001248212],
[[432.0,362.0,362.0],0.00142385],
[[432.0,382.0,382.0],0.001261851],
[[442.0,362.0,362.0],0.001474905],
[[452.0,402.0,402.0],0.001254061],
[[462.0,382.0,382.0],0.001515903],
[[482.0,402.0,402.0],0.001556588],
[[503.0,502.0,502.0],0.001475906],
[[507.0,502.0,502.0],0.001445579],
[[527.0,502.0,502.0],0.001440203],
[[582.0,502.0,502.0],0.001661894],
[[703.0,702.0,702.0],0.001634432],
[[707.0,702.0,702.0],0.001550442],
[[727.0,702.0,702.0],0.001552864],
[[782.0,702.0,702.0],0.001756697],
[[827.0,802.0,802.0],0.001597533],
[[852.0,802.0,802.0],0.001540516],
