txName: TChiZISRqq
constraint: {(PV > anyBSM(1), MET(3)), (anyBSM(1) > q,q,MET(2))}
condition: None
conditionDescription: None
figureUrl: None
source: Recast by MA5
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (2, 'mass', GeV), 2: (3, 'mass', GeV)}
finalState: ['MET', 'MET']
intermediateState: None
efficiencyMap: [[[10.0,1.0,1.0],1.172464e-08],
[[20.0,1.0,1.0],2.888287e-08],
[[20.0,15.0,15.0],5.300218e-07],
[[20.0,17.0,17.0],3.012368e-08],
[[20.0,19.0,19.0],8.795707e-08],
[[30.0,1.0,1.0],4.624057e-09],
[[30.0,20.0,20.0],1.567578e-08],
[[30.0,25.0,25.0],1.458588e-06],
[[30.0,27.0,27.0],4.239395e-08],
[[30.0,29.0,29.0],1.375046e-07],
[[40.0,1.0,1.0],5.580989e-08],
[[40.0,20.0,20.0],9.450415e-09],
[[40.0,30.0,30.0],1.286846e-08],
[[40.0,35.0,35.0],5.506352e-08],
[[40.0,37.0,37.0],9.234993e-08],
[[40.0,39.0,39.0],2.182728e-07],
[[50.0,1.0,1.0],0.0],
[[50.0,20.0,20.0],4.317946e-09],
[[50.0,30.0,30.0],2.266007e-09],
[[50.0,40.0,40.0],1.004085e-07],
[[50.0,45.0,45.0],6.113878e-07],
[[50.0,47.0,47.0],9.85132e-07],
[[50.0,49.0,49.0],8.782028e-07],
[[60.0,1.0,1.0],4.150006e-09],
[[60.0,20.0,20.0],0.0],
[[60.0,30.0,30.0],3.565796e-08],
[[60.0,40.0,40.0],2.381175e-07],
[[60.0,50.0,50.0],6.888453e-07],
[[60.0,55.0,55.0],1.096782e-06],
[[60.0,57.0,57.0],1.824048e-06],
[[60.0,59.0,59.0],5.630457e-06],
[[62.0,12.0,12.0],2.956551e-09],
[[62.0,42.0,42.0],2.297654e-07],
[[62.0,52.0,52.0],4.164476e-07],
[[63.0,62.0,62.0],1.897689e-06],
[[65.0,62.0,62.0],1.50623e-06],
[[67.0,42.0,42.0],3.065794e-07],
[[67.0,52.0,52.0],5.953387e-07],
[[67.0,62.0,62.0],1.451807e-06],
[[72.0,12.0,12.0],2.715942e-09],
[[72.0,22.0,22.0],7.145546e-08],
[[72.0,52.0,52.0],5.126554e-07],
[[72.0,62.0,62.0],1.075187e-06],
[[73.0,72.0,72.0],2.969756e-06],
[[75.0,72.0,72.0],2.47482e-06],
[[77.0,52.0,52.0],6.327209e-07],
[[77.0,62.0,62.0],9.91414e-07],
[[77.0,72.0,72.0],2.251634e-06],
[[82.0,12.0,12.0],9.9779e-08],
[[82.0,22.0,22.0],1.742848e-07],
[[82.0,32.0,32.0],3.399643e-07],
[[82.0,62.0,62.0],1.299135e-06],
[[82.0,72.0,72.0],2.097489e-06],
[[83.0,82.0,82.0],4.309638e-06],
[[85.0,82.0,82.0],4.145239e-06],
[[87.0,62.0,62.0],9.430319e-07],
[[87.0,72.0,72.0],1.822061e-06],
[[87.0,82.0,82.0],3.469163e-06],
[[92.0,12.0,12.0],2.22454e-06],
[[92.0,22.0,22.0],3.584688e-07],
[[92.0,32.0,32.0],6.574242e-07],
[[92.0,42.0,42.0],1.77258e-06],
[[92.0,72.0,72.0],1.642479e-06],
[[92.0,82.0,82.0],2.428154e-06],
[[93.0,92.0,92.0],5.847184e-06],
[[97.0,72.0,72.0],1.822054e-06],
[[97.0,82.0,82.0],2.27802e-06],
[[97.0,92.0,92.0],4.71776e-06],
[[102.0,22.0,22.0],4.459231e-07],
[[102.0,32.0,32.0],6.881582e-07],
[[102.0,42.0,42.0],2.02868e-06],
[[102.0,52.0,52.0],1.075396e-06],
[[102.0,82.0,82.0],2.356021e-06],
[[102.0,92.0,92.0],3.954301e-06],
[[105.0,102.0,102.0],6.866802e-06],
[[107.0,82.0,82.0],2.361253e-06],
[[107.0,92.0,92.0],3.395384e-06],
[[107.0,102.0,102.0],6.244915e-06],
[[112.0,32.0,32.0],3.540171e-06],
[[112.0,42.0,42.0],3.275122e-06],
[[112.0,52.0,52.0],1.005762e-06],
[[112.0,62.0,62.0],1.809395e-06],
[[112.0,92.0,92.0],3.533685e-06],
[[112.0,102.0,102.0],4.855554e-06],
[[117.0,92.0,92.0],2.99285e-06],
[[117.0,102.0,102.0],4.86318e-06],
[[122.0,42.0,42.0],1.43613e-06],
[[122.0,52.0,52.0],1.586303e-06],
[[122.0,62.0,62.0],2.508909e-06],
[[122.0,72.0,72.0],4.255015e-06],
[[122.0,102.0,102.0],4.195162e-06],
[[123.0,122.0,122.0],1.155384e-05],
[[127.0,102.0,102.0],3.475181e-06],
[[127.0,122.0,122.0],1.091511e-05],
[[132.0,52.0,52.0],2.842531e-06],
[[132.0,62.0,62.0],3.708737e-06],
[[132.0,72.0,72.0],4.737747e-06],
[[132.0,82.0,82.0],3.152479e-06],
[[132.0,122.0,122.0],7.693304e-06],
[[142.0,62.0,62.0],4.05254e-06],
[[142.0,72.0,72.0],4.078337e-06],
[[142.0,82.0,82.0],2.952361e-06],
[[142.0,92.0,92.0],4.979517e-06],
[[142.0,122.0,122.0],6.386902e-06],
[[143.0,142.0,142.0],1.738183e-05],
[[145.0,142.0,142.0],1.535926e-05],
[[147.0,122.0,122.0],7.40223e-06],
[[147.0,142.0,142.0],1.345443e-05],
[[152.0,72.0,72.0],3.299746e-06],
[[152.0,82.0,82.0],3.792813e-06],
[[152.0,92.0,92.0],4.332914e-06],
[[152.0,102.0,102.0],5.376121e-06],
[[152.0,142.0,142.0],1.086172e-05],
[[157.0,142.0,142.0],9.984037e-06],
[[162.0,82.0,82.0],5.985354e-06],
[[162.0,102.0,102.0],5.578018e-06],
[[162.0,142.0,142.0],1.398262e-05],
[[163.0,162.0,162.0],2.140847e-05],
[[165.0,162.0,162.0],1.84774e-05],
[[167.0,142.0,142.0],1.034678e-05],
[[167.0,162.0,162.0],1.830344e-05],
[[172.0,92.0,92.0],5.412934e-06],
[[172.0,122.0,122.0],1.312316e-05],
[[172.0,162.0,162.0],1.674877e-05],
[[177.0,162.0,162.0],1.59115e-05],
[[182.0,102.0,102.0],1.099141e-05],
[[182.0,162.0,162.0],1.165016e-05],
[[183.0,182.0,182.0],2.373197e-05],
[[187.0,162.0,162.0],1.259207e-05],
[[187.0,182.0,182.0],2.332065e-05],
[[192.0,122.0,122.0],7.700301e-06],
[[192.0,142.0,142.0],1.00117e-05],
[[192.0,182.0,182.0],1.828063e-05],
[[197.0,182.0,182.0],1.69878e-05],
[[202.0,122.0,122.0],9.62143e-06],
[[202.0,142.0,142.0],1.122143e-05],
[[202.0,182.0,182.0],1.761111e-05],
[[203.0,202.0,202.0],3.539337e-05],
[[207.0,182.0,182.0],2.175217e-05],
[[207.0,202.0,202.0],2.939071e-05],
[[212.0,142.0,142.0],1.178375e-05],
[[212.0,162.0,162.0],1.291755e-05],
[[212.0,202.0,202.0],2.781108e-05],
[[217.0,202.0,202.0],2.458716e-05],
[[222.0,142.0,142.0],1.587843e-05],
[[222.0,162.0,162.0],1.232435e-05],
[[222.0,202.0,202.0],2.697556e-05],
[[223.0,222.0,222.0],3.806677e-05],
[[227.0,202.0,202.0],2.059997e-05],
[[227.0,222.0,222.0],3.157767e-05],
[[232.0,162.0,162.0],1.46132e-05],
[[232.0,182.0,182.0],1.636455e-05],
[[232.0,222.0,222.0],2.863323e-05],
[[237.0,222.0,222.0],2.771637e-05],
[[242.0,162.0,162.0],1.408174e-05],
[[242.0,182.0,182.0],1.669564e-05],
[[242.0,222.0,222.0],2.825319e-05],
[[243.0,242.0,242.0],4.511928e-05],
[[247.0,222.0,222.0],2.669207e-05],
[[247.0,242.0,242.0],4.393312e-05],
[[252.0,202.0,202.0],2.545129e-05],
[[252.0,242.0,242.0],3.433728e-05],
[[257.0,242.0,242.0],3.032785e-05],
[[262.0,182.0,182.0],2.096166e-05],
[[262.0,202.0,202.0],2.091858e-05],
[[262.0,242.0,242.0],3.136529e-05],
[[263.0,262.0,262.0],4.679883e-05],
[[265.0,262.0,262.0],4.919558e-05],
[[267.0,242.0,242.0],2.8808e-05],
[[267.0,262.0,262.0],4.684036e-05],
[[272.0,222.0,222.0],2.361491e-05],
[[272.0,262.0,262.0],4.145534e-05],
[[277.0,262.0,262.0],3.558596e-05],
[[282.0,202.0,202.0],2.593557e-05],
[[282.0,222.0,222.0],2.580746e-05],
[[282.0,262.0,262.0],3.73762e-05],
[[283.0,282.0,282.0],5.196453e-05],
[[285.0,282.0,282.0],5.364244e-05],
[[287.0,262.0,262.0],3.328652e-05],
[[287.0,282.0,282.0],5.058024e-05],
[[292.0,242.0,242.0],2.801372e-05],
[[292.0,282.0,282.0],4.247909e-05],
[[297.0,282.0,282.0],4.230141e-05],
[[302.0,222.0,222.0],2.374341e-05],
[[302.0,242.0,242.0],2.792561e-05],
[[302.0,282.0,282.0],4.078646e-05],
[[303.0,302.0,302.0],5.51654e-05],
[[307.0,282.0,282.0],3.982261e-05],
[[307.0,302.0,302.0],5.637842e-05],
[[312.0,262.0,262.0],3.073102e-05],
[[322.0,242.0,242.0],3.14743e-05],
[[322.0,262.0,262.0],3.349751e-05],
[[327.0,302.0,302.0],4.239457e-05],
[[332.0,262.0,262.0],3.533911e-05],
[[332.0,282.0,282.0],3.136766e-05],
[[332.0,322.0,322.0],5.756651e-05],
[[342.0,262.0,262.0],3.27295e-05],
[[342.0,282.0,282.0],3.769651e-05],
[[347.0,322.0,322.0],4.922177e-05],
[[352.0,282.0,282.0],3.558047e-05],
[[352.0,302.0,302.0],4.078393e-05],
[[352.0,342.0,342.0],6.2023e-05],
[[362.0,282.0,282.0],3.570682e-05],
[[363.0,362.0,362.0],7.114932e-05],
[[367.0,342.0,342.0],5.483846e-05],
[[367.0,362.0,362.0],6.590785e-05],
[[372.0,322.0,322.0],4.224217e-05],
[[382.0,302.0,302.0],3.681602e-05],
[[383.0,382.0,382.0],7.530995e-05],
[[387.0,362.0,362.0],5.563329e-05],
[[387.0,382.0,382.0],7.618081e-05],
[[392.0,342.0,342.0],5.084914e-05],
[[403.0,402.0,402.0],8.80881e-05],
[[407.0,402.0,402.0],8.214234e-05],
[[412.0,362.0,362.0],5.879959e-05],
[[427.0,402.0,402.0],6.672011e-05],
[[432.0,362.0,362.0],5.836309e-05],
[[432.0,382.0,382.0],5.212731e-05],
[[442.0,362.0,362.0],5.310757e-05],
[[452.0,402.0,402.0],5.747636e-05],
[[462.0,382.0,382.0],6.520887e-05],
