txName: TChiWZoff
constraint: {(PV > anyBSM(1),anyBSM(2)), (anyBSM(1) > mu+,mu-,MET(3)), (anyBSM(2) > l,nu,MET(4))}
condition: None
conditionDescription: None
figureUrl: None
source: HackAnalysis recast by Mark Goodsell and others, https://doi.org/10.48550/arXiv.2506.21676
validated: True
axesMap: [{0: 'x', 1: 'y', 2: 'x', 3: 'y'}]
dataMap: {0: (1, 'mass', GeV), 1: (3, 'mass', GeV), 2: (2, 'mass', GeV), 3: (4, 'mass', GeV)}
finalState: ['MET', 'MET']
efficiencyMap: [[[120.0,70.0,120.0,70.0],0.0001623727],
[[120.0,72.0,120.0,72.0],0.0001879],
[[120.0,74.0,120.0,74.0],0.0002479],
[[120.0,76.0,120.0,76.0],0.0002287182],
[[120.0,78.0,120.0,78.0],0.0003037091],
[[120.0,80.0,120.0,80.0],0.0003511],
[[120.0,82.0,120.0,82.0],0.0003581182],
[[120.0,84.0,120.0,84.0],0.0004154364],
[[120.0,86.0,120.0,86.0],0.0005284545],
[[120.0,88.0,120.0,88.0],0.0006673455],
[[120.0,90.0,120.0,90.0],0.0006817545],
[[120.0,92.0,120.0,92.0],0.0008409182],
[[120.0,94.0,120.0,94.0],0.0009689091],
[[120.0,96.0,120.0,96.0],0.0009931818],
[[120.0,98.0,120.0,98.0],0.001098],
[[120.0,100.0,120.0,100.0],0.001332364],
[[120.0,102.0,120.0,102.0],0.001176636],
[[120.0,104.0,120.0,104.0],0.0008766636],
[[120.0,106.0,120.0,106.0],0.0005680818],
[[120.0,108.0,120.0,108.0],0.0002078182],
[[120.0,110.0,120.0,110.0],0.0],
[[120.0,112.0,120.0,112.0],0.0],
[[120.0,114.0,120.0,114.0],0.0],
[[120.0,116.0,120.0,116.0],0.0],
[[120.0,118.0,120.0,118.0],0.0],
[[130.0,80.0,130.0,80.0],0.0001933364],
[[130.0,82.0,130.0,82.0],0.0001946909],
[[130.0,84.0,130.0,84.0],0.0002367182],
[[130.0,86.0,130.0,86.0],0.0002980455],
[[130.0,88.0,130.0,88.0],0.0003444],
[[130.0,90.0,130.0,90.0],0.0003426818],
[[130.0,92.0,130.0,92.0],0.0004377182],
[[130.0,94.0,130.0,94.0],0.0004621909],
[[130.0,96.0,130.0,96.0],0.0005847818],
[[130.0,98.0,130.0,98.0],0.0005793545],
[[130.0,100.0,130.0,100.0],0.0007518727],
[[130.0,102.0,130.0,102.0],0.0008049091],
[[130.0,104.0,130.0,104.0],0.001008818],
[[130.0,106.0,130.0,106.0],0.001118909],
[[130.0,108.0,130.0,108.0],0.001221091],
[[130.0,110.0,130.0,110.0],0.001572455],
[[130.0,112.0,130.0,112.0],0.001291818],
[[130.0,114.0,130.0,114.0],0.0009061727],
[[130.0,116.0,130.0,116.0],0.0007103727],
[[130.0,118.0,130.0,118.0],0.0002170545],
[[130.0,120.0,130.0,120.0],0.0],
[[130.0,122.0,130.0,122.0],0.0],
[[130.0,124.0,130.0,124.0],0.0],
[[130.0,126.0,130.0,126.0],0.0],
[[130.0,128.0,130.0,128.0],0.0],
[[140.0,90.0,140.0,90.0],0.0001874818],
[[140.0,92.0,140.0,92.0],0.0002351091],
[[140.0,94.0,140.0,94.0],0.0002871909],
[[140.0,96.0,140.0,96.0],0.0003289182],
[[140.0,98.0,140.0,98.0],0.0003377182],
[[140.0,100.0,140.0,100.0],0.0004202091],
[[140.0,102.0,140.0,102.0],0.0004853909],
[[140.0,104.0,140.0,104.0],0.0005143545],
[[140.0,106.0,140.0,106.0],0.0005938273],
[[140.0,108.0,140.0,108.0],0.0008172545],
[[140.0,110.0,140.0,110.0],0.0008846273],
[[140.0,112.0,140.0,112.0],0.0009584545],
[[140.0,114.0,140.0,114.0],0.001151273],
[[140.0,116.0,140.0,116.0],0.001446909],
[[140.0,118.0,140.0,118.0],0.001390364],
[[140.0,120.0,140.0,120.0],0.001315636],
[[140.0,122.0,140.0,122.0],0.001348273],
[[140.0,124.0,140.0,124.0],0.001034091],
[[140.0,126.0,140.0,126.0],0.0006433727],
[[140.0,128.0,140.0,128.0],0.0002520091],
[[140.0,130.0,140.0,130.0],0.0],
[[140.0,132.0,140.0,132.0],0.0],
[[140.0,134.0,140.0,134.0],0.0],
[[140.0,136.0,140.0,136.0],0.0],
[[140.0,138.0,140.0,138.0],0.0],
[[150.0,100.0,150.0,100.0],0.0002275455],
[[150.0,102.0,150.0,102.0],0.0002643818],
[[150.0,104.0,150.0,104.0],0.0003496818],
[[150.0,106.0,150.0,106.0],0.0004187],
[[150.0,108.0,150.0,108.0],0.0004065364],
[[150.0,110.0,150.0,110.0],0.0005769091],
[[150.0,112.0,150.0,112.0],0.0004682182],
[[150.0,114.0,150.0,114.0],0.0006066727],
[[150.0,116.0,150.0,116.0],0.0006802545],
[[150.0,118.0,150.0,118.0],0.0007672909],
[[150.0,120.0,150.0,120.0],0.0009797273],
[[150.0,122.0,150.0,122.0],0.001073909],
[[150.0,124.0,150.0,124.0],0.001218273],
[[150.0,126.0,150.0,126.0],0.001310545],
[[150.0,128.0,150.0,128.0],0.001638545],
[[150.0,130.0,150.0,130.0],0.001477727],
[[150.0,132.0,150.0,132.0],0.001425909],
[[150.0,134.0,150.0,134.0],0.00123],
[[150.0,136.0,150.0,136.0],0.0007421727],
[[150.0,138.0,150.0,138.0],0.0002813364],
[[150.0,140.0,150.0,140.0],0.0],
[[150.0,142.0,150.0,142.0],0.0],
[[150.0,144.0,150.0,144.0],0.0],
[[150.0,146.0,150.0,146.0],0.0],
[[150.0,148.0,150.0,148.0],0.0],
[[160.0,110.0,160.0,110.0],0.0002593182],
[[160.0,112.0,160.0,112.0],0.0002334636],
[[160.0,114.0,160.0,114.0],0.0003726],
[[160.0,116.0,160.0,116.0],0.0003718182],
[[160.0,118.0,160.0,118.0],0.0004890818],
[[160.0,120.0,160.0,120.0],0.0004405818],
[[160.0,122.0,160.0,122.0],0.0005424545],
[[160.0,124.0,160.0,124.0],0.0006539545],
[[160.0,126.0,160.0,126.0],0.0008445182],
[[160.0,128.0,160.0,128.0],0.0008904545],
[[160.0,130.0,160.0,130.0],0.001079545],
[[160.0,132.0,160.0,132.0],0.001188273],
[[160.0,134.0,160.0,134.0],0.001400091],
[[160.0,136.0,160.0,136.0],0.001466727],
[[160.0,138.0,160.0,138.0],0.001738091],
[[160.0,140.0,160.0,140.0],0.001885182],
[[160.0,142.0,160.0,142.0],0.001664909],
[[160.0,144.0,160.0,144.0],0.001186273],
[[160.0,146.0,160.0,146.0],0.0008245818],
[[160.0,148.0,160.0,148.0],0.0002461818],
[[160.0,150.0,160.0,150.0],0.0],
[[160.0,152.0,160.0,152.0],3.949e-06],
[[160.0,154.0,160.0,154.0],0.0],
[[160.0,156.0,160.0,156.0],0.0],
[[160.0,158.0,160.0,158.0],0.0],
[[170.0,120.0,170.0,120.0],0.0002753273],
[[170.0,122.0,170.0,122.0],0.0003089545],
[[170.0,124.0,170.0,124.0],0.0003237909],
[[170.0,126.0,170.0,126.0],0.0004160364],
[[170.0,128.0,170.0,128.0],0.0004223],
[[170.0,130.0,170.0,130.0],0.0005474091],
[[170.0,132.0,170.0,132.0],0.0006690455],
[[170.0,134.0,170.0,134.0],0.0007647364],
[[170.0,136.0,170.0,136.0],0.0007716727],
[[170.0,138.0,170.0,138.0],0.0009434545],
[[170.0,140.0,170.0,140.0],0.001196818],
[[170.0,142.0,170.0,142.0],0.001322273],
[[170.0,144.0,170.0,144.0],0.001405909],
[[170.0,146.0,170.0,146.0],0.001629182],
[[170.0,148.0,170.0,148.0],0.001869091],
[[170.0,150.0,170.0,150.0],0.002009],
[[170.0,152.0,170.0,152.0],0.001713818],
[[170.0,154.0,170.0,154.0],0.001248818],
[[170.0,156.0,170.0,156.0],0.0007932818],
[[170.0,158.0,170.0,158.0],0.0003457364],
[[170.0,160.0,170.0,160.0],0.0],
[[170.0,162.0,170.0,162.0],0.0],
[[170.0,164.0,170.0,164.0],0.0],
[[170.0,166.0,170.0,166.0],0.0],
[[170.0,168.0,170.0,168.0],0.0],
[[180.0,130.0,180.0,130.0],0.0003182636],
[[180.0,132.0,180.0,132.0],0.0003202182],
[[180.0,134.0,180.0,134.0],0.0003780909],
[[180.0,136.0,180.0,136.0],0.0004915727],
[[180.0,138.0,180.0,138.0],0.0004871455],
[[180.0,140.0,180.0,140.0],0.0006527091],
[[180.0,142.0,180.0,142.0],0.0006422727],
[[180.0,144.0,180.0,144.0],0.0007995182],
[[180.0,146.0,180.0,146.0],0.0009532727],
[[180.0,148.0,180.0,148.0],0.001022455],
[[180.0,150.0,180.0,150.0],0.001243636],
[[180.0,152.0,180.0,152.0],0.001426909],
[[180.0,154.0,180.0,154.0],0.001553545],
[[180.0,156.0,180.0,156.0],0.001934545],
[[180.0,158.0,180.0,158.0],0.002095455],
[[180.0,160.0,180.0,160.0],0.001993273],
[[180.0,162.0,180.0,162.0],0.001735818],
[[180.0,164.0,180.0,164.0],0.001378909],
[[180.0,166.0,180.0,166.0],0.0008364273],
[[180.0,168.0,180.0,168.0],0.0003317727],
[[180.0,170.0,180.0,170.0],0.0],
[[180.0,172.0,180.0,172.0],0.0],
[[180.0,174.0,180.0,174.0],0.0],
[[180.0,176.0,180.0,176.0],0.0],
[[180.0,178.0,180.0,178.0],0.0],
[[190.0,140.0,190.0,140.0],0.0003454909],
[[190.0,142.0,190.0,142.0],0.0002796182],
[[190.0,144.0,190.0,144.0],0.0003579182],
[[190.0,146.0,190.0,146.0],0.0004985818],
[[190.0,148.0,190.0,148.0],0.0005737909],
[[190.0,150.0,190.0,150.0],0.0007245182],
[[190.0,152.0,190.0,152.0],0.0006851182],
[[190.0,154.0,190.0,154.0],0.0008238909],
[[190.0,156.0,190.0,156.0],0.001044909],
[[190.0,158.0,190.0,158.0],0.001129091],
[[190.0,160.0,190.0,160.0],0.001379091],
[[190.0,162.0,190.0,162.0],0.001494273],
[[190.0,164.0,190.0,164.0],0.001734],
[[190.0,166.0,190.0,166.0],0.001966636],
[[190.0,168.0,190.0,168.0],0.002034455],
[[190.0,170.0,190.0,170.0],0.002075273],
[[190.0,172.0,190.0,172.0],0.001878364],
[[190.0,174.0,190.0,174.0],0.001353727],
[[190.0,176.0,190.0,176.0],0.0009244545],
[[190.0,178.0,190.0,178.0],0.0003545909],
[[190.0,180.0,190.0,180.0],0.0],
[[190.0,182.0,190.0,182.0],0.0],
[[190.0,184.0,190.0,184.0],0.0],
[[190.0,186.0,190.0,186.0],0.0],
[[190.0,188.0,190.0,188.0],0.0],
[[200.0,150.0,200.0,150.0],0.0003546364],
[[200.0,152.0,200.0,152.0],0.0004295727],
[[200.0,154.0,200.0,154.0],0.0005057182],
[[200.0,156.0,200.0,156.0],0.0004906727],
[[200.0,158.0,200.0,158.0],0.0005859727],
[[200.0,160.0,200.0,160.0],0.0007131364],
[[200.0,162.0,200.0,162.0],0.0008068364],
[[200.0,164.0,200.0,164.0],0.0008735273],
[[200.0,166.0,200.0,166.0],0.0009510909],
[[200.0,168.0,200.0,168.0],0.001161545],
[[200.0,170.0,200.0,170.0],0.001352455],
[[200.0,172.0,200.0,172.0],0.001685455],
[[200.0,174.0,200.0,174.0],0.001915],
[[200.0,176.0,200.0,176.0],0.002097455],
[[200.0,178.0,200.0,178.0],0.002416091],
[[200.0,180.0,200.0,180.0],0.002379727],
[[200.0,182.0,200.0,182.0],0.002046091],
[[200.0,184.0,200.0,184.0],0.001596727],
[[200.0,186.0,200.0,186.0],0.001044],
[[200.0,188.0,200.0,188.0],0.0003624636],
[[200.0,190.0,200.0,190.0],0.0],
[[200.0,192.0,200.0,192.0],0.0],
[[200.0,194.0,200.0,194.0],0.0],
[[200.0,196.0,200.0,196.0],0.0],
[[200.0,198.0,200.0,198.0],0.0],
[[210.0,160.0,210.0,160.0],0.0004051],
[[210.0,162.0,210.0,162.0],0.0003793182],
[[210.0,164.0,210.0,164.0],0.0005227364],
[[210.0,166.0,210.0,166.0],0.0005709727],
[[210.0,168.0,210.0,168.0],0.0006904],
[[210.0,170.0,210.0,170.0],0.0007448909],
[[210.0,172.0,210.0,172.0],0.0009804545],
[[210.0,174.0,210.0,174.0],0.0009881818],
[[210.0,176.0,210.0,176.0],0.001075545],
[[210.0,178.0,210.0,178.0],0.001253455],
[[210.0,180.0,210.0,180.0],0.001226091],
[[210.0,182.0,210.0,182.0],0.001745364],
[[210.0,184.0,210.0,184.0],0.002075273],
[[210.0,186.0,210.0,186.0],0.001918364],
[[210.0,188.0,210.0,188.0],0.002499273],
[[210.0,190.0,210.0,190.0],0.002498636],
[[210.0,192.0,210.0,192.0],0.002254182],
[[210.0,194.0,210.0,194.0],0.001617182],
[[210.0,196.0,210.0,196.0],0.0009268182],
[[210.0,198.0,210.0,198.0],0.0003423818],
[[210.0,200.0,210.0,200.0],0.0],
[[210.0,202.0,210.0,202.0],0.0],
[[210.0,204.0,210.0,204.0],0.0],
[[210.0,206.0,210.0,206.0],0.0],
[[210.0,208.0,210.0,208.0],0.0],
[[220.0,170.0,220.0,170.0],0.0003661],
[[220.0,172.0,220.0,172.0],0.0004388091],
[[220.0,174.0,220.0,174.0],0.0005022364],
[[220.0,176.0,220.0,176.0],0.0005838545],
[[220.0,178.0,220.0,178.0],0.0006811273],
[[220.0,180.0,220.0,180.0],0.0007622],
[[220.0,182.0,220.0,182.0],0.0009461818],
[[220.0,184.0,220.0,184.0],0.0009812727],
[[220.0,186.0,220.0,186.0],0.001131727],
[[220.0,188.0,220.0,188.0],0.001198182],
[[220.0,190.0,220.0,190.0],0.001445364],
[[220.0,192.0,220.0,192.0],0.001945636],
[[220.0,194.0,220.0,194.0],0.001887273],
[[220.0,196.0,220.0,196.0],0.002277182],
[[220.0,198.0,220.0,198.0],0.002577],
[[220.0,200.0,220.0,200.0],0.002573545],
[[220.0,202.0,220.0,202.0],0.002294636],
[[220.0,204.0,220.0,204.0],0.001531182],
[[220.0,206.0,220.0,206.0],0.001124545],
[[220.0,208.0,220.0,208.0],0.0003412727],
[[220.0,210.0,220.0,210.0],0.0],
[[220.0,212.0,220.0,212.0],0.0],
[[220.0,214.0,220.0,214.0],0.0],
[[220.0,216.0,220.0,216.0],0.0],
[[220.0,218.0,220.0,218.0],0.0],
[[230.0,180.0,230.0,180.0],0.0004104818],
[[230.0,182.0,230.0,182.0],0.0004668091],
[[230.0,184.0,230.0,184.0],0.0006063727],
[[230.0,186.0,230.0,186.0],0.0005828273],
[[230.0,188.0,230.0,188.0],0.0006735364],
[[230.0,190.0,230.0,190.0],0.0007165],
[[230.0,192.0,230.0,192.0],0.0009406364],
[[230.0,194.0,230.0,194.0],0.001021909],
[[230.0,196.0,230.0,196.0],0.001122455],
[[230.0,198.0,230.0,198.0],0.001491455],
[[230.0,200.0,230.0,200.0],0.001807727],
[[230.0,202.0,230.0,202.0],0.001906818],
[[230.0,204.0,230.0,204.0],0.002058182],
[[230.0,206.0,230.0,206.0],0.002444455],
[[230.0,208.0,230.0,208.0],0.002624273],
[[230.0,210.0,230.0,210.0],0.002761091],
[[230.0,212.0,230.0,212.0],0.002377455],
[[230.0,214.0,230.0,214.0],0.001756091],
[[230.0,216.0,230.0,216.0],0.001073455],
[[230.0,218.0,230.0,218.0],0.0004051909],
[[230.0,220.0,230.0,220.0],0.0],
[[230.0,222.0,230.0,222.0],0.0],
[[230.0,224.0,230.0,224.0],0.0],
[[230.0,226.0,230.0,226.0],0.0],
[[230.0,228.0,230.0,228.0],0.0],
[[240.0,190.0,240.0,190.0],0.0004202182],
[[240.0,192.0,240.0,192.0],0.0005182636],
[[240.0,194.0,240.0,194.0],0.0006028364],
[[240.0,196.0,240.0,196.0],0.0007455818],
[[240.0,198.0,240.0,198.0],0.0006635364],
[[240.0,200.0,240.0,200.0],0.0008027727],
[[240.0,202.0,240.0,202.0],0.0009194545],
[[240.0,204.0,240.0,204.0],0.001159091],
[[240.0,206.0,240.0,206.0],0.001273909],
[[240.0,208.0,240.0,208.0],0.001400818],
[[240.0,210.0,240.0,210.0],0.001667727],
[[240.0,212.0,240.0,212.0],0.001969273],
[[240.0,214.0,240.0,214.0],0.002213],
[[240.0,216.0,240.0,216.0],0.002537909],
[[240.0,218.0,240.0,218.0],0.002719909],
[[240.0,220.0,240.0,220.0],0.002909636],
[[240.0,222.0,240.0,222.0],0.002383727],
[[240.0,224.0,240.0,224.0],0.001693182],
[[240.0,226.0,240.0,226.0],0.001149545],
[[240.0,228.0,240.0,228.0],0.0003877273],
[[240.0,230.0,240.0,230.0],0.0],
[[240.0,232.0,240.0,232.0],0.0],
[[240.0,234.0,240.0,234.0],0.0],
[[240.0,236.0,240.0,236.0],0.0],
[[240.0,238.0,240.0,238.0],0.0],
[[250.0,200.0,250.0,200.0],0.0004398182],
[[250.0,202.0,250.0,202.0],0.0004741636],
[[250.0,204.0,250.0,204.0],0.0006422545],
[[250.0,206.0,250.0,206.0],0.0006327636],
[[250.0,208.0,250.0,208.0],0.0006980545],
[[250.0,210.0,250.0,210.0],0.0009333636],
[[250.0,212.0,250.0,212.0],0.001067636],
[[250.0,214.0,250.0,214.0],0.001232727],
[[250.0,216.0,250.0,216.0],0.001242818],
[[250.0,218.0,250.0,218.0],0.001517182],
[[250.0,220.0,250.0,220.0],0.001657636],
[[250.0,222.0,250.0,222.0],0.001942273],
[[250.0,224.0,250.0,224.0],0.002322455],
[[250.0,226.0,250.0,226.0],0.002569364],
[[250.0,228.0,250.0,228.0],0.002793364],
[[250.0,230.0,250.0,230.0],0.002987636],
[[250.0,232.0,250.0,232.0],0.002423636],
[[250.0,234.0,250.0,234.0],0.001915727],
[[250.0,236.0,250.0,236.0],0.001229],
[[250.0,238.0,250.0,238.0],0.0003906],
[[250.0,240.0,250.0,240.0],0.0],
[[250.0,242.0,250.0,242.0],0.0],
[[250.0,244.0,250.0,244.0],0.0],
[[250.0,246.0,250.0,246.0],0.0],
[[250.0,248.0,250.0,248.0],0.0],
[[260.0,210.0,260.0,210.0],0.0005000727],
[[260.0,212.0,260.0,212.0],0.0004556818],
[[260.0,214.0,260.0,214.0],0.0006321818],
[[260.0,216.0,260.0,216.0],0.0006754818],
[[260.0,218.0,260.0,218.0],0.0007763909],
[[260.0,220.0,260.0,220.0],0.0009720909],
[[260.0,222.0,260.0,222.0],0.001035182],
[[260.0,224.0,260.0,224.0],0.001220182],
[[260.0,226.0,260.0,226.0],0.001497545],
[[260.0,228.0,260.0,228.0],0.001766182],
[[260.0,230.0,260.0,230.0],0.001636455],
[[260.0,232.0,260.0,232.0],0.002166909],
[[260.0,234.0,260.0,234.0],0.002556],
[[260.0,236.0,260.0,236.0],0.002678909],
[[260.0,238.0,260.0,238.0],0.003196273],
[[260.0,240.0,260.0,240.0],0.003048818],
[[260.0,242.0,260.0,242.0],0.002552636],
[[260.0,244.0,260.0,244.0],0.001888273],
[[260.0,246.0,260.0,246.0],0.001259273],
[[260.0,248.0,260.0,248.0],0.0004326818],
[[260.0,250.0,260.0,250.0],0.0],
[[260.0,252.0,260.0,252.0],0.0],
[[260.0,254.0,260.0,254.0],0.0],
[[260.0,256.0,260.0,256.0],0.0],
[[260.0,258.0,260.0,258.0],0.0],
[[270.0,220.0,270.0,220.0],0.0004923182],
[[270.0,222.0,270.0,222.0],0.0005584091],
[[270.0,224.0,270.0,224.0],0.0005748636],
[[270.0,226.0,270.0,226.0],0.0007533909],
[[270.0,228.0,270.0,228.0],0.0008659909],
[[270.0,230.0,270.0,230.0],0.0008910545],
[[270.0,232.0,270.0,232.0],0.001052909],
[[270.0,234.0,270.0,234.0],0.001288182],
[[270.0,236.0,270.0,236.0],0.001484727],
